trial_id,Subject,block_n,Trial,set_size,correctResponse,resp,acc,RT
66,1,1,66,32,0,0,1,1217
67,1,1,67,5,0,0,1,471
68,1,1,68,1,1,1,1,431
69,1,1,69,20,1,1,1,676
70,1,1,70,2,0,0,1,373
71,1,1,71,5,1,1,1,490
72,1,1,72,2,1,1,1,374
73,1,1,73,20,0,0,1,638
74,1,1,74,5,1,1,1,436
75,1,1,75,20,0,0,1,366
76,1,1,76,5,1,1,1,450
77,1,1,77,32,1,1,1,511
78,1,1,78,2,1,1,1,851
79,1,1,79,32,0,0,1,833
80,1,1,80,32,0,0,1,569
81,1,1,81,10,1,1,1,537
82,1,1,82,2,0,0,1,667
83,1,1,83,20,0,0,1,661
84,1,1,84,1,1,1,1,480
85,1,1,85,32,1,1,1,626
86,1,1,86,32,0,0,1,1274
87,1,1,87,5,1,1,1,715
88,1,1,88,32,1,1,1,1166
89,1,1,89,20,0,0,1,586
90,1,1,90,20,1,1,1,517
91,1,1,91,5,0,0,1,557
92,1,1,92,32,1,1,1,965
93,1,1,93,10,1,1,0,697
94,1,1,94,10,1,1,1,779
95,1,1,95,10,0,0,1,472
96,1,1,96,2,0,0,1,463
97,1,1,97,10,1,1,1,695
98,1,1,98,32,0,0,1,671
99,1,1,99,32,1,1,1,982
100,1,1,100,20,1,1,1,543
101,1,1,101,2,0,0,1,634
102,1,1,102,32,1,1,1,721
103,1,1,103,32,0,0,1,585
104,1,1,104,5,1,1,1,659
105,1,1,105,32,0,0,1,846
106,1,1,106,2,1,1,1,513
107,1,1,107,2,0,0,1,470
108,1,1,108,2,1,1,1,587
109,1,1,109,5,0,0,1,490
110,1,1,110,32,1,1,1,759
111,1,1,111,1,1,1,1,396
112,1,1,112,1,0,0,1,355
113,1,1,113,32,0,0,1,851
114,1,1,114,20,1,1,1,453
115,1,1,115,20,1,1,1,1310
116,1,1,116,5,1,1,1,801
117,1,1,117,20,1,1,1,958
118,1,1,118,2,1,1,1,424
119,1,1,119,32,1,1,1,562
120,1,1,120,1,1,1,1,436
121,1,1,121,32,0,0,1,706
122,1,1,122,20,1,1,1,574
123,1,1,123,20,0,0,1,537
124,1,1,124,20,0,0,1,895
125,1,1,125,1,1,1,1,461
126,1,1,126,5,1,1,1,417
127,1,1,127,10,1,1,1,546
128,1,1,128,10,1,1,1,534
129,1,1,129,2,1,1,1,415
130,1,1,130,2,0,0,1,528
131,1,1,131,2,1,1,1,482
132,1,1,132,20,0,0,1,680
133,1,1,133,32,1,1,1,533
134,1,1,134,5,1,1,1,626
135,1,1,135,32,1,1,1,980
136,1,1,136,20,0,0,1,799
137,1,1,137,32,0,0,1,529
138,1,1,138,32,0,0,1,1264
139,1,1,139,10,0,0,1,537
140,1,1,140,20,0,0,1,640
141,1,1,141,5,0,0,1,553
142,1,1,142,10,1,1,1,753
143,1,1,143,2,1,1,1,637
144,1,1,144,10,0,0,1,986
145,1,1,145,5,1,1,1,627
146,1,1,146,2,0,0,1,798
147,1,1,147,32,0,0,1,988
148,1,1,148,5,0,0,1,396
149,1,1,149,2,0,0,1,464
150,1,1,150,20,1,1,1,774
151,1,1,151,32,1,1,1,1086
152,1,1,152,5,0,0,1,504
153,1,1,153,32,0,0,1,736
154,1,1,154,32,0,0,1,1460
155,1,1,155,20,0,0,1,985
156,1,1,156,2,0,0,1,454
157,1,1,157,5,0,0,1,819
158,1,1,158,2,0,0,1,608
159,1,1,159,5,0,0,1,384
160,1,1,160,32,1,1,1,506
161,1,1,161,20,1,1,1,500
162,1,1,162,2,0,0,1,538
163,1,1,163,20,0,0,1,1956
164,1,1,164,10,1,1,1,1019
165,1,1,165,10,0,0,1,663
166,1,1,166,10,1,1,1,425
167,1,1,167,5,1,1,1,441
168,1,1,168,10,0,0,1,649
169,1,1,169,32,0,0,1,1268
170,1,1,170,2,0,0,1,469
171,1,1,171,20,1,1,1,479
172,1,1,172,10,1,1,1,633
173,1,1,173,5,0,0,1,457
174,1,1,174,2,0,0,1,437
175,1,1,175,20,1,1,1,1280
176,1,1,176,20,0,0,1,460
177,1,1,177,32,1,1,1,577
178,1,1,178,32,0,0,1,894
179,1,1,179,2,1,1,1,1364
180,1,1,180,10,1,1,1,506
181,1,1,181,32,1,1,1,1240
182,1,1,182,10,1,1,1,464
183,1,1,183,20,1,1,1,659
184,1,1,184,10,0,0,1,676
185,1,1,185,32,1,1,1,597
186,1,1,186,20,1,1,1,451
187,1,1,187,20,0,0,1,592
188,1,1,188,5,1,1,1,689
189,1,1,189,5,0,0,1,448
190,1,1,190,10,0,0,1,451
191,1,1,191,5,0,0,1,381
192,1,1,192,2,0,0,1,571
193,1,1,193,10,0,0,1,885
194,1,1,194,32,1,1,1,792
195,1,1,195,1,0,0,1,454
196,1,1,196,10,0,0,1,534
197,1,1,197,32,0,0,1,557
198,1,1,198,32,0,0,0,526
199,1,1,199,20,1,1,1,1261
200,1,1,200,20,0,0,1,723
201,1,1,201,5,1,1,1,825
202,1,1,202,20,1,1,1,1308
203,1,1,203,20,0,0,1,504
204,1,1,204,2,0,0,1,591
205,1,1,205,2,0,0,1,499
206,1,1,206,2,1,1,1,501
207,1,1,207,1,0,0,1,534
208,1,1,208,5,0,0,1,517
209,1,1,209,5,0,0,1,444
210,1,1,210,1,1,1,1,796
211,1,1,211,32,0,0,1,563
212,1,1,212,2,1,1,1,525
213,1,1,213,2,0,0,1,417
214,1,1,214,20,0,0,1,508
215,1,1,215,10,0,0,1,805
216,1,1,216,20,1,1,1,792
217,1,1,217,32,0,0,1,719
218,1,1,218,5,1,1,1,955
219,1,1,219,5,0,0,1,660
220,1,1,220,2,0,0,1,521
221,1,1,221,5,0,0,1,1066
222,1,1,222,32,1,1,1,569
223,1,1,223,2,1,1,1,498
224,1,1,224,1,0,0,1,398
225,1,1,225,5,1,1,1,506
226,1,1,226,2,1,1,1,531
227,1,1,227,5,0,0,1,585
228,1,1,228,2,1,1,1,519
229,1,1,229,2,1,1,1,482
230,1,1,230,2,0,0,1,460
231,1,1,231,5,1,1,1,558
232,1,1,232,1,0,0,1,537
233,1,1,233,5,1,1,1,601
234,1,1,234,2,0,0,1,566
235,1,1,235,2,1,1,1,467
236,1,1,236,2,0,0,1,548
237,1,1,237,2,0,0,1,538
238,1,1,238,1,0,0,1,385
239,1,1,239,20,1,1,1,716
240,1,1,240,2,1,1,1,550
241,1,1,241,10,1,1,1,545
242,1,1,242,32,0,0,1,663
243,1,1,243,20,0,0,1,574
244,1,1,244,32,0,0,1,497
245,1,1,245,2,0,0,1,409
246,1,1,246,32,0,0,1,1179
247,1,1,247,2,0,0,1,869
248,1,1,248,2,0,0,1,383
249,1,1,249,20,1,1,1,1408
250,1,1,250,2,0,0,1,570
251,1,1,251,5,1,1,1,479
252,1,1,252,2,1,1,1,481
253,1,1,253,5,1,1,1,553
254,1,1,254,5,1,1,1,504
255,1,1,255,10,1,1,1,868
256,1,1,256,5,1,1,1,599
257,1,1,257,1,0,0,1,594
258,1,1,258,32,1,1,1,487
259,1,1,259,20,1,1,1,886
260,1,1,260,10,1,1,1,450
261,1,1,261,2,1,1,1,509
262,1,1,262,20,0,0,1,1117
263,1,1,263,2,1,1,1,466
264,1,1,264,5,0,0,1,622
265,1,1,265,32,1,1,1,662
266,1,1,266,10,0,0,1,476
267,1,1,267,32,0,0,1,733
268,1,1,268,32,0,0,1,683
269,1,1,269,2,0,0,1,473
270,1,1,270,10,1,1,1,1135
271,1,1,271,20,1,1,1,536
272,1,1,272,5,0,0,1,482
273,1,1,273,1,0,0,1,420
274,1,1,274,32,1,1,1,948
275,1,1,275,10,0,0,1,503
276,1,1,276,10,1,1,1,734
277,1,1,277,5,0,0,1,509
278,1,1,278,5,1,1,1,1140
279,1,1,279,32,0,0,1,484
280,1,1,280,2,0,0,1,406
281,1,1,281,32,0,0,1,529
282,1,1,282,5,0,0,0,585
283,1,1,283,10,1,1,1,941
284,1,1,284,10,1,1,1,550
285,1,1,285,32,1,1,1,577
286,1,1,286,20,1,1,1,568
287,1,1,287,10,1,1,1,500
288,1,1,288,5,1,1,1,921
289,1,1,289,5,1,1,1,529
290,1,1,290,10,1,1,1,427
291,1,1,291,20,1,1,1,523
292,1,1,292,5,0,0,1,506
293,1,1,293,1,1,1,1,439
294,1,1,294,2,1,1,1,551
295,1,1,295,32,1,1,1,545
296,1,1,296,2,0,0,1,483
297,1,1,297,2,1,1,1,585
298,1,1,298,1,1,1,1,412
299,1,1,299,20,0,0,1,1413
300,1,1,300,10,1,1,1,548
301,1,1,301,10,1,1,1,465
302,1,1,302,5,1,1,1,582
303,1,1,303,20,1,1,1,462
304,1,1,304,1,1,1,1,465
305,1,1,305,20,1,1,1,557
306,1,1,306,32,1,1,1,1058
307,1,1,307,10,0,0,1,469
308,1,1,308,1,1,1,1,513
309,1,1,309,5,1,1,1,821
310,1,1,310,2,1,1,1,821
311,1,1,311,20,0,0,1,631
312,1,1,312,32,1,1,1,1082
313,1,1,313,20,1,1,1,658
314,1,1,314,32,0,0,1,1450
315,1,1,315,20,1,1,1,463
316,1,1,316,20,0,0,1,810
317,1,1,317,2,1,1,1,557
318,1,1,318,5,0,0,1,436
319,1,1,319,5,0,0,1,524
320,1,1,320,20,1,1,1,831
321,1,1,321,1,0,0,1,428
322,1,1,322,10,0,0,1,540
323,1,1,323,10,1,1,1,716
324,1,1,324,20,1,1,1,611
325,1,1,325,20,1,1,1,558
326,1,1,326,10,0,0,1,486
327,1,1,327,5,1,1,1,502
328,1,1,328,10,1,1,1,1069
329,1,1,329,5,1,1,1,464
330,1,1,330,10,1,1,1,491
331,1,1,331,2,0,0,1,443
332,1,1,332,10,1,1,1,493
333,1,1,333,32,0,0,1,868
334,1,1,334,32,0,0,1,537
335,1,1,335,32,0,0,1,459
336,1,1,336,5,0,0,1,534
337,1,1,337,32,1,1,1,1520
338,1,1,338,32,0,0,1,551
339,1,1,339,10,1,1,1,840
340,1,1,340,32,1,1,1,490
341,1,1,341,5,1,1,1,426
342,1,1,342,5,1,1,1,499
343,1,1,343,10,1,1,1,485
344,1,1,344,32,0,0,1,709
345,1,1,345,10,0,0,1,482
346,1,1,346,10,0,0,1,467
347,1,1,347,20,0,0,1,453
348,1,1,348,20,0,0,0,525
349,1,1,349,20,1,1,1,469
350,1,1,350,5,0,0,1,816
351,1,1,351,2,0,0,1,426
352,1,1,352,10,0,0,1,445
353,1,1,353,2,1,1,1,352
354,1,1,354,20,0,0,1,401
355,1,1,355,20,0,0,1,595
356,1,1,356,32,1,1,1,503
357,1,1,357,20,0,0,1,961
358,1,1,358,32,0,0,1,677
359,1,1,359,32,1,1,1,528
360,1,1,360,10,1,1,1,951
361,1,1,361,20,0,0,1,646
362,1,1,362,2,1,1,1,419
363,1,1,363,20,1,1,1,485
364,1,1,364,10,1,1,1,416
365,1,1,365,10,0,0,1,402
366,1,1,366,32,1,1,1,1409
367,1,1,367,20,0,0,1,749
368,1,1,368,20,0,0,1,455
369,1,1,369,5,0,0,1,370
370,1,1,370,1,0,0,1,353
371,1,1,371,20,1,1,1,478
372,1,1,372,5,1,1,1,678
373,1,1,373,5,1,1,0,494
374,1,1,374,2,0,0,1,606
375,1,1,375,5,1,1,1,426
376,1,1,376,20,0,0,1,1036
377,1,1,377,20,1,1,1,601
378,1,1,378,20,0,0,1,476
379,1,1,379,10,1,1,1,413
380,1,1,380,10,1,1,1,537
381,1,1,381,32,0,0,1,1167
382,1,1,382,2,0,0,1,664
383,1,1,383,20,0,0,1,433
384,1,1,384,32,0,0,1,464
385,1,1,385,2,0,0,1,544
386,1,1,386,2,1,1,1,426
387,1,1,387,2,0,0,1,476
388,1,1,388,10,1,1,1,506
389,1,1,389,2,0,0,0,480
390,1,1,390,20,1,1,1,464
391,1,1,391,20,0,0,1,612
392,1,1,392,5,1,1,1,540
393,1,1,393,10,0,0,1,463
394,1,1,394,2,1,1,1,513
395,1,1,395,32,1,1,1,549
396,1,1,396,2,1,1,1,382
397,1,1,397,1,0,0,1,409
398,1,1,398,5,0,0,1,934
399,1,1,399,20,0,0,1,802
400,1,1,400,1,0,0,1,724
401,1,1,401,1,0,0,1,368
402,1,1,402,20,1,1,1,824
403,1,1,403,5,1,1,1,451
404,1,1,404,20,1,1,1,534
405,1,1,405,5,0,0,1,500
406,1,1,406,2,0,0,1,412
407,1,1,407,5,0,0,1,751
408,1,1,408,10,1,1,1,742
409,1,1,409,10,0,0,1,694
410,1,1,410,5,1,1,1,716
411,1,1,411,32,1,1,1,824
412,1,1,412,32,0,0,1,1123
413,1,1,413,10,1,1,1,628
414,1,1,414,2,0,0,1,661
415,1,1,415,20,1,1,1,471
416,1,1,416,32,1,1,1,529
417,1,1,417,5,0,0,1,622
418,1,1,418,32,1,1,1,910
419,1,1,419,2,1,1,1,447
420,1,1,420,2,0,0,1,393
421,1,1,421,20,0,0,1,453
422,1,1,422,2,1,1,1,565
423,1,1,423,32,1,1,1,399
424,1,1,424,2,1,1,1,524
425,1,1,425,32,1,1,1,483
426,1,1,426,20,0,0,1,617
427,1,1,427,2,1,1,1,366
428,1,1,428,10,1,1,1,1019
429,1,1,429,10,0,0,1,383
430,1,1,430,32,0,0,1,488
431,1,1,431,2,1,1,1,370
432,1,1,432,20,1,1,1,1073
433,1,1,433,5,0,0,1,881
434,1,1,434,5,0,0,1,429
435,1,1,435,10,0,0,1,494
436,1,1,436,5,1,1,1,481
437,1,1,437,32,1,1,1,768
438,1,1,438,5,0,0,1,460
439,1,1,439,2,0,0,1,458
440,1,1,440,10,0,0,1,1072
441,1,1,441,20,1,1,1,840
442,1,1,442,5,1,1,1,517
443,1,1,443,20,1,1,1,449
444,1,1,444,5,1,1,1,535
445,1,1,445,20,1,1,1,1330
446,1,1,446,5,0,0,1,446
447,1,1,447,10,0,0,1,495
448,1,1,448,32,0,0,1,587
449,1,1,449,10,0,0,1,712
450,1,1,450,32,0,0,1,571
451,1,1,451,2,0,0,1,594
452,1,1,452,10,0,0,1,689
453,1,1,453,10,1,1,1,1140
454,1,1,454,32,1,1,1,488
455,1,1,455,32,0,0,1,678
456,1,1,456,2,1,1,1,616
457,1,1,457,2,1,1,1,531
458,1,1,458,20,1,1,1,566
459,1,1,459,10,1,1,1,550
460,1,1,460,1,1,1,1,760
461,1,1,461,5,0,0,1,468
462,1,1,462,10,1,1,1,1151
463,1,1,463,32,1,1,1,922
464,1,1,464,10,0,0,1,536
465,1,1,465,5,0,0,0,383
466,1,1,466,5,1,1,1,683
467,1,1,467,10,0,0,1,734
468,1,1,468,32,1,1,1,446
469,1,1,469,5,0,0,1,421
470,1,1,470,20,0,0,1,420
471,1,1,471,10,1,1,1,718
472,1,1,472,2,1,1,0,456
473,1,1,473,5,1,1,1,456
474,1,1,474,5,0,0,1,655
475,1,1,475,2,0,0,1,434
476,1,1,476,32,1,1,1,1005
477,1,1,477,2,1,1,1,540
478,1,1,478,10,0,0,1,527
479,1,1,479,20,1,1,1,476
480,1,1,480,5,0,0,1,518
481,1,1,481,20,0,0,1,977
482,1,1,482,5,0,0,1,743
483,1,1,483,10,0,0,1,569
484,1,1,484,5,1,1,0,347
485,1,1,485,32,1,1,1,535
486,1,1,486,1,1,1,1,385
487,1,1,487,20,1,1,1,429
488,1,1,488,20,0,0,1,784
489,1,1,489,10,1,1,1,542
490,1,1,490,20,1,1,1,395
491,1,1,491,20,0,0,1,544
492,1,1,492,2,0,0,0,526
493,1,1,493,10,1,1,1,937
494,1,1,494,2,1,1,1,457
495,1,1,495,5,0,0,1,607
496,1,1,496,32,1,1,1,846
497,1,1,497,32,1,1,1,668
498,1,1,498,10,0,0,1,421
499,1,1,499,20,1,1,1,477
500,1,1,500,20,0,0,1,730
501,1,1,501,20,1,1,1,753
502,1,1,502,10,0,0,1,546
503,1,1,503,20,0,0,1,558
504,1,1,504,32,1,1,1,475
505,1,1,505,32,0,0,1,563
506,1,1,506,5,0,0,1,646
507,1,1,507,2,1,1,1,609
508,1,1,508,5,0,0,1,474
509,1,1,509,1,1,1,1,561
510,1,1,510,2,0,0,1,420
511,1,1,511,2,1,1,1,498
512,1,1,512,20,1,1,1,945
513,1,1,513,2,0,0,1,810
514,1,1,514,10,0,0,1,910
515,1,1,515,32,0,0,1,708
516,1,1,516,5,0,0,1,445
517,1,1,517,10,1,1,1,531
518,1,1,518,2,0,0,1,461
519,1,1,519,5,1,1,1,432
520,1,1,520,10,0,0,1,386
521,1,1,521,5,0,0,1,469
522,1,1,522,5,0,0,1,361
523,1,1,523,32,0,0,1,509
524,1,1,524,20,0,0,1,397
525,1,1,525,20,0,0,1,560
526,1,1,526,32,0,0,1,483
527,1,1,527,32,1,1,1,446
528,1,1,528,20,1,1,1,728
529,1,1,529,20,0,0,1,482
530,1,1,530,32,1,1,1,947
531,1,1,531,20,1,1,1,891
532,1,1,532,5,0,0,1,460
533,1,1,533,1,1,1,1,364
534,1,1,534,5,0,0,1,425
535,1,1,535,5,0,0,1,932
536,1,1,536,1,1,1,1,428
537,1,1,537,5,1,1,1,449
538,1,1,538,2,0,0,1,488
539,1,1,539,1,0,0,1,452
540,1,1,540,2,1,1,1,750
541,1,1,541,5,1,1,1,572
542,1,1,542,2,0,0,1,397
543,1,1,543,10,1,1,1,529
544,1,1,544,2,0,0,0,502
545,1,1,545,20,0,0,1,452
546,1,1,546,5,1,1,1,487
547,1,1,547,20,0,0,1,637
548,1,1,548,2,0,0,1,511
549,1,1,549,10,0,0,1,612
550,1,1,550,10,0,0,1,619
551,1,1,551,32,1,1,1,1318
552,1,1,552,10,1,1,1,516
553,1,1,553,20,1,1,1,636
554,1,1,554,32,1,1,1,463
555,1,1,555,10,0,0,1,436
556,1,1,556,20,0,0,1,535
557,1,1,557,2,1,1,1,430
558,1,1,558,10,0,0,1,484
559,1,1,559,10,1,1,1,710
560,1,1,560,32,1,1,1,1105
561,1,1,561,32,1,1,1,918
562,1,1,562,10,0,0,1,650
563,1,1,563,5,1,1,1,671
564,1,1,564,32,0,0,1,1281
565,1,1,565,20,0,0,1,575
566,1,1,566,10,0,0,1,497
567,1,1,567,1,0,0,1,452
568,1,1,568,2,1,1,0,404
569,1,1,569,32,1,1,1,835
570,1,1,570,32,0,0,1,829
571,1,1,571,2,0,0,1,451
572,1,1,572,20,0,0,1,552
573,1,1,573,10,0,0,1,623
574,1,1,574,20,0,0,1,615
575,1,1,575,32,1,1,1,887
576,1,1,576,10,0,0,1,560
577,1,1,577,5,1,1,1,920
578,1,1,578,5,0,0,1,427
579,1,1,579,32,1,1,1,722
580,1,1,580,20,0,0,1,501
581,1,1,581,10,0,0,1,820
582,1,1,582,1,1,1,1,612
583,1,1,583,5,1,1,1,382
584,1,1,584,32,0,0,1,521
585,1,1,585,2,1,1,0,477
586,1,1,586,2,1,1,1,448
587,1,1,587,10,0,0,1,1335
588,1,1,588,5,0,0,1,509
589,1,1,589,2,1,1,1,395
590,1,1,590,20,1,1,1,569
591,1,1,591,5,0,0,1,564
592,1,1,592,10,0,0,1,804
593,1,1,593,5,1,1,1,381
594,1,1,594,5,1,1,1,334
595,1,1,595,2,1,1,1,405
596,1,1,596,20,0,0,1,1228
597,1,1,597,5,1,1,1,511
598,1,1,598,10,1,1,1,759
599,1,1,599,2,1,1,1,417
600,1,1,600,20,1,1,1,448
601,1,1,601,10,0,0,1,822
602,1,1,602,10,0,0,1,588
603,1,1,603,10,0,0,1,446
604,1,1,604,32,0,0,1,411
605,1,1,605,2,0,0,1,370
606,1,1,606,10,1,1,1,520
607,1,1,607,5,1,1,1,678
608,1,1,608,5,1,1,1,458
609,1,1,609,5,0,0,1,497
610,1,1,610,10,0,0,1,498
611,1,1,611,10,0,0,1,670
612,1,1,612,2,0,0,1,370
613,1,1,613,10,1,1,1,622
614,1,1,614,2,1,1,1,374
615,1,1,615,10,0,0,1,590
616,1,1,616,32,0,0,1,589
617,1,1,617,20,1,1,1,521
618,1,1,618,10,0,0,1,522
619,1,1,619,20,1,1,1,990
620,1,1,620,10,1,1,1,484
621,1,1,621,5,1,1,1,429
622,1,1,622,2,1,1,1,390
623,1,1,623,5,1,1,1,497
624,1,1,624,32,1,1,1,1328
625,1,1,625,2,0,0,1,974
626,1,1,626,32,0,0,1,574
627,1,1,627,5,0,0,1,471
628,1,1,628,32,0,0,1,1232
629,1,1,629,10,0,0,1,613
630,1,1,630,32,0,0,1,524
631,1,1,631,20,0,0,1,405
632,1,1,632,5,1,1,1,481
633,1,1,633,32,0,0,1,413
634,1,1,634,32,1,1,1,436
635,1,1,635,1,1,1,1,390
636,1,1,636,10,0,0,1,411
637,1,1,637,10,1,1,1,1123
638,1,1,638,5,1,1,1,481
639,1,1,639,10,1,1,1,486
640,1,1,640,20,1,1,1,687
641,2,1,1,2,0,0,1,1274
642,2,1,2,5,0,0,1,2077
643,2,1,3,5,0,0,1,782
644,2,1,4,5,0,0,1,974
645,2,1,5,20,0,0,1,2314
646,2,1,6,20,0,0,1,1013
647,2,1,7,32,0,0,1,1210
648,2,1,8,32,0,0,1,1375
649,2,1,9,20,0,0,1,2058
650,2,1,10,10,1,1,1,1141
651,2,1,11,32,0,0,1,744
652,2,1,12,10,0,0,1,812
653,2,1,13,10,1,1,1,812
654,2,1,14,20,1,1,1,737
655,2,1,15,20,1,1,1,891
656,2,1,16,32,1,1,0,3016
657,2,1,17,20,0,0,1,1020
658,2,1,18,32,1,1,1,1752
659,2,1,19,2,1,1,1,745
660,2,1,20,1,1,1,1,580
661,2,1,21,2,1,1,1,746
662,2,1,22,32,1,1,1,1483
663,2,1,23,10,1,1,1,491
664,2,1,24,20,0,0,1,957
665,2,1,25,10,1,1,1,507
666,2,1,26,1,1,1,1,614
667,2,1,27,2,0,0,1,643
668,2,1,28,32,1,1,1,815
669,2,1,29,10,1,1,1,611
670,2,1,30,1,1,1,1,517
671,2,1,31,20,0,0,1,631
672,2,1,32,2,0,0,1,718
673,2,1,33,32,1,1,1,995
674,2,1,34,10,1,1,1,722
675,2,1,35,20,0,0,1,787
676,2,1,36,10,0,0,1,795
677,2,1,37,2,0,0,1,670
678,2,1,38,10,1,1,1,526
679,2,1,39,5,0,0,1,1848
680,2,1,40,1,1,1,1,526
681,2,1,41,10,0,0,1,936
682,2,1,42,5,0,0,1,594
683,2,1,43,32,0,0,1,1313
684,2,1,44,5,0,0,1,565
685,2,1,45,10,1,1,1,570
686,2,1,46,20,0,0,1,1107
687,2,1,47,2,1,1,1,676
688,2,1,48,32,0,0,1,1095
689,2,1,49,20,1,1,1,849
690,2,1,50,5,0,0,1,782
691,2,1,51,20,1,1,1,1474
692,2,1,52,32,1,1,1,662
693,2,1,53,5,1,1,1,616
694,2,1,54,5,1,1,1,494
695,2,1,55,32,1,1,1,653
696,2,1,56,10,1,1,1,697
697,2,1,57,20,1,1,1,837
698,2,1,58,10,1,1,1,654
699,2,1,59,5,1,1,1,1059
700,2,1,60,10,0,0,1,522
701,2,1,61,10,0,0,1,767
702,2,1,62,2,0,0,1,474
703,2,1,63,10,1,1,1,1332
704,2,1,64,10,1,1,1,694
705,2,1,65,5,1,1,1,489
706,2,1,66,32,1,1,1,830
707,2,1,67,32,0,0,1,799
708,2,1,68,5,0,0,1,795
709,2,1,69,20,1,1,1,736
710,2,1,70,20,0,0,1,747
711,2,1,71,20,0,0,1,575
712,2,1,72,5,1,1,1,718
713,2,1,73,32,1,1,1,1034
714,2,1,74,20,1,1,1,691
715,2,1,75,5,1,1,1,643
716,2,1,76,2,1,1,1,669
717,2,1,77,5,1,1,1,473
718,2,1,78,20,1,1,1,679
719,2,1,79,32,0,0,1,664
720,2,1,80,10,1,1,1,750
721,2,1,81,2,1,1,1,705
722,2,1,82,32,1,1,1,1432
723,2,1,83,10,1,1,1,535
724,2,1,84,20,1,1,1,522
725,2,1,85,2,1,1,1,618
726,2,1,86,20,1,1,1,1242
727,2,1,87,20,1,1,1,704
728,2,1,88,5,0,0,1,939
729,2,1,89,1,0,0,1,743
730,2,1,90,2,0,0,1,574
731,2,1,91,2,0,0,1,731
732,2,1,92,2,0,0,1,667
733,2,1,93,10,0,0,1,721
734,2,1,94,2,1,1,1,681
735,2,1,95,10,0,0,1,662
736,2,1,96,10,0,0,1,611
737,2,1,97,32,1,1,1,1291
738,2,1,98,20,1,1,1,840
739,2,1,99,2,1,1,1,465
740,2,1,100,2,0,0,1,543
741,2,1,101,10,0,0,1,874
742,2,1,102,10,0,0,1,823
743,2,1,103,20,1,1,1,1235
744,2,1,104,32,0,0,1,908
745,2,1,105,20,1,1,1,885
746,2,1,106,10,0,0,1,779
747,2,1,107,5,1,1,1,818
748,2,1,108,1,0,0,1,1443
749,2,1,109,20,1,1,1,861
750,2,1,110,32,0,0,1,762
751,2,1,111,5,0,0,1,628
752,2,1,112,20,0,0,1,605
753,2,1,113,32,1,1,1,1011
754,2,1,114,10,0,0,1,559
755,2,1,115,2,1,1,1,459
756,2,1,116,32,0,0,1,710
757,2,1,117,32,0,0,1,603
758,2,1,118,32,1,1,1,729
759,2,1,119,2,1,1,1,950
760,2,1,120,5,0,0,1,730
761,2,1,121,10,0,0,1,725
762,2,1,122,2,1,1,1,640
763,2,1,123,20,0,0,1,1150
764,2,1,124,10,1,1,1,517
765,2,1,125,32,0,0,1,915
766,2,1,126,5,0,0,1,650
767,2,1,127,1,0,0,1,507
768,2,1,128,2,1,1,1,567
769,2,1,129,20,1,1,1,829
