trial_id,Subject,block_n,Trial,set_size,correctResponse,resp,acc,RT
189,1,1,189,1,0,0,1,565
190,1,1,190,20,0,0,1,612
191,1,1,191,5,1,1,1,574
192,1,1,192,32,0,0,1,718
193,1,1,193,20,1,1,1,665
194,1,1,194,10,1,1,1,467
195,1,1,195,20,1,1,1,446
196,1,1,196,32,1,1,1,405
197,1,1,197,10,1,1,1,660
198,1,1,198,20,0,0,1,577
199,1,1,199,32,0,0,1,612
200,1,1,200,10,0,0,1,414
201,1,1,201,20,1,1,1,549
202,1,1,202,5,1,1,1,486
203,1,1,203,10,0,0,1,566
204,1,1,204,10,0,0,1,480
205,1,1,205,20,1,1,1,463
206,1,1,206,32,1,1,1,472
207,1,1,207,20,0,0,1,481
208,1,1,208,20,1,1,1,441
209,1,1,209,32,0,0,1,620
210,1,1,210,5,1,1,1,807
211,1,1,211,10,1,1,1,472
212,1,1,212,20,0,0,1,560
213,1,1,213,20,0,0,1,421
214,1,1,214,10,1,1,1,804
215,1,1,215,5,1,1,1,434
216,1,1,216,5,1,1,1,632
217,1,1,217,20,1,1,1,520
218,1,1,218,1,0,0,1,487
219,1,1,219,2,0,0,1,516
220,1,1,220,10,0,0,1,389
221,1,1,221,32,0,0,1,569
222,1,1,222,10,1,1,1,567
223,1,1,223,20,1,1,1,702
224,1,1,224,10,0,0,1,489
225,1,1,225,32,0,0,1,439
226,1,1,226,2,0,0,1,515
227,1,1,227,2,1,1,1,851
228,1,1,228,10,0,0,1,488
229,1,1,229,2,0,0,1,345
230,1,1,230,10,0,0,1,430
231,1,1,231,10,0,0,1,530
232,1,1,232,20,0,0,1,497
233,1,1,233,2,0,0,1,561
234,1,1,234,32,1,1,1,586
235,1,1,235,32,1,1,1,441
236,1,1,236,20,1,1,1,407
237,1,1,237,10,1,1,1,461
238,1,1,238,32,0,0,1,606
239,1,1,239,20,0,0,1,664
240,1,1,240,5,1,1,1,740
241,1,1,241,5,0,0,1,615
242,1,1,242,5,0,0,1,470
243,1,1,243,5,1,1,1,482
244,1,1,244,2,0,0,1,543
245,1,1,245,10,1,1,1,445
246,1,1,246,5,1,1,1,496
247,1,1,247,2,0,0,1,732
248,1,1,248,2,1,1,0,401
249,1,1,249,10,0,0,1,460
250,1,1,250,5,0,0,1,397
251,1,1,251,20,0,0,1,553
252,1,1,252,5,0,0,1,855
253,1,1,253,32,1,1,1,480
254,1,1,254,20,0,0,1,422
255,1,1,255,20,0,0,1,663
256,1,1,256,32,1,1,1,563
257,1,1,257,10,1,1,1,593
258,1,1,258,10,1,1,1,483
259,1,1,259,10,0,0,1,555
260,1,1,260,10,1,1,1,462
261,1,1,261,20,0,0,1,614
262,1,1,262,32,0,0,1,489
263,1,1,263,10,1,1,1,602
264,1,1,264,5,0,0,1,525
265,1,1,265,10,0,0,1,758
266,1,1,266,20,0,0,1,1398
267,1,1,267,10,0,0,1,442
268,1,1,268,10,1,1,1,552
269,1,1,269,20,1,1,1,516
270,1,1,270,10,1,1,1,453
271,1,1,271,32,0,0,1,492
272,1,1,272,5,1,1,1,556
273,1,1,273,1,1,1,1,464
274,1,1,274,1,0,0,1,1369
275,1,1,275,10,1,1,1,452
276,1,1,276,20,0,0,1,521
277,1,1,277,5,0,0,1,580
278,1,1,278,1,0,0,1,616
279,1,1,279,10,0,0,1,649
280,1,1,280,2,0,0,1,688
281,1,1,281,20,1,1,1,571
282,1,1,282,1,1,1,1,371
283,1,1,283,20,1,1,1,493
284,1,1,284,5,1,1,1,580
285,1,1,285,1,1,1,1,782
286,1,1,286,10,0,0,1,537
287,1,1,287,10,0,0,1,601
288,1,1,288,20,1,1,1,512
289,1,1,289,32,1,1,1,572
290,1,1,290,32,0,0,1,621
291,1,1,291,32,1,1,1,552
292,1,1,292,10,1,1,1,705
293,1,1,293,5,1,1,1,488
294,1,1,294,32,1,1,1,705
295,1,1,295,2,0,0,0,448
296,1,1,296,1,1,1,1,429
297,1,1,297,10,1,1,1,609
298,1,1,298,2,0,0,1,636
299,1,1,299,32,0,0,1,583
300,1,1,300,20,0,0,1,595
301,1,1,301,32,1,1,1,592
302,1,1,302,20,1,1,1,793
303,1,1,303,2,0,0,1,605
304,1,1,304,32,1,1,1,471
305,1,1,305,2,0,0,1,676
306,1,1,306,32,1,1,1,566
307,1,1,307,2,1,1,1,388
308,1,1,308,2,1,1,1,635
309,1,1,309,20,0,0,1,734
310,1,1,310,2,0,0,1,475
311,1,1,311,1,0,0,1,580
312,1,1,312,5,0,0,1,783
313,1,1,313,2,0,0,1,482
314,1,1,314,10,0,0,1,2637
315,1,1,315,1,1,1,1,460
316,1,1,316,5,0,0,1,444
317,1,1,317,10,1,1,1,1041
318,1,1,318,32,0,0,1,1090
319,1,1,319,20,0,0,1,1063
320,1,1,320,32,1,1,1,581
321,1,1,321,10,0,0,1,725
322,1,1,322,20,0,0,1,470
323,1,1,323,5,1,1,1,381
324,1,1,324,20,1,1,1,429
325,1,1,325,2,1,1,1,539
326,1,1,326,20,1,1,1,1075
327,1,1,327,2,0,0,1,841
328,1,1,328,1,0,0,1,478
329,1,1,329,5,0,0,1,551
330,1,1,330,1,1,1,1,514
331,1,1,331,2,1,1,1,758
332,1,1,332,20,1,1,1,490
333,1,1,333,5,1,1,1,591
334,1,1,334,10,1,1,1,471
335,1,1,335,10,1,1,1,542
336,1,1,336,32,0,0,1,598
337,1,1,337,10,0,0,1,522
338,1,1,338,10,0,0,1,1022
339,1,1,339,32,0,0,1,603
340,1,1,340,32,0,0,1,648
341,1,1,341,2,1,1,1,948
342,1,1,342,20,0,0,1,561
343,1,1,343,1,0,0,1,532
344,1,1,344,2,0,0,1,459
345,1,1,345,20,0,0,1,501
346,1,1,346,1,1,1,1,2246
347,1,1,347,5,0,0,1,506
348,1,1,348,20,1,1,1,605
349,1,1,349,10,1,1,1,427
350,1,1,350,2,0,0,1,438
351,1,1,351,5,0,0,1,947
352,1,1,352,10,0,0,1,857
353,1,1,353,20,0,0,1,529
354,1,1,354,10,1,1,1,668
355,1,1,355,10,1,1,1,658
356,1,1,356,2,1,1,1,467
357,1,1,357,32,1,1,1,684
358,1,1,358,2,1,1,1,1072
359,1,1,359,5,0,0,1,617
360,1,1,360,2,1,1,1,535
361,1,1,361,5,0,0,1,593
362,1,1,362,20,0,0,1,474
363,1,1,363,20,0,0,1,589
364,1,1,364,20,1,1,1,796
365,1,1,365,2,1,1,1,582
366,1,1,366,2,1,1,1,456
367,1,1,367,2,1,1,1,377
368,1,1,368,5,0,0,1,363
369,1,1,369,2,1,1,1,415
370,1,1,370,20,1,1,1,681
371,1,1,371,32,0,0,1,681
372,1,1,372,32,0,0,1,571
373,1,1,373,20,0,0,1,536
374,1,1,374,20,1,1,1,534
375,1,1,375,20,1,1,1,605
376,1,1,376,2,1,1,1,433
377,1,1,377,32,0,0,1,726
378,1,1,378,2,0,0,1,623
379,1,1,379,20,0,0,1,558
380,1,1,380,2,0,0,1,741
381,1,1,381,20,0,0,1,1091
382,1,1,382,32,0,0,1,498
383,1,1,383,5,1,1,1,753
384,1,1,384,5,0,0,1,407
385,1,1,385,2,0,0,1,379
386,1,1,386,10,0,0,1,715
387,1,1,387,20,1,1,1,631
388,1,1,388,5,0,0,1,602
389,1,1,389,20,1,1,1,1543
390,1,1,390,5,1,1,1,445
391,1,1,391,2,1,1,1,672
392,1,1,392,20,1,1,1,599
393,1,1,393,20,0,0,1,936
394,1,1,394,2,1,1,1,616
395,1,1,395,2,1,1,1,2121
396,1,1,396,2,1,1,1,739
397,1,1,397,2,1,1,1,1673
398,1,1,398,2,0,0,1,695
399,1,1,399,2,0,0,1,569
400,1,1,400,10,0,0,1,400
401,1,1,401,10,1,1,1,546
402,1,1,402,2,1,1,1,513
403,1,1,403,20,0,0,1,528
404,1,1,404,5,1,1,1,444
405,1,1,405,5,1,1,1,504
406,1,1,406,32,1,1,1,931
407,1,1,407,5,1,1,1,755
408,1,1,408,32,1,1,1,676
409,1,1,409,5,0,0,1,571
410,1,1,410,5,0,0,1,645
411,1,1,411,5,1,1,1,563
412,1,1,412,32,0,0,1,457
413,1,1,413,10,0,0,1,736
414,1,1,414,5,1,1,1,906
415,1,1,415,5,0,0,1,560
416,1,1,416,10,1,1,1,530
417,1,1,417,32,1,1,1,524
418,1,1,418,2,0,0,1,615
419,1,1,419,32,0,0,1,1832
420,1,1,420,2,0,0,1,595
421,1,1,421,2,0,0,1,617
422,1,1,422,5,0,0,1,668
423,1,1,423,10,0,0,1,411
424,1,1,424,20,0,0,1,864
425,1,1,425,5,1,1,1,596
426,1,1,426,32,1,1,1,584
427,1,1,427,32,1,1,1,753
428,1,1,428,2,1,1,1,542
429,1,1,429,5,1,1,1,523
430,1,1,430,2,1,1,1,987
431,1,1,431,20,0,0,1,617
432,1,1,432,1,1,1,1,501
433,1,1,433,10,1,1,1,779
434,1,1,434,10,1,1,1,519
435,1,1,435,2,1,1,1,427
436,1,1,436,32,1,1,1,570
437,1,1,437,10,0,0,1,474
438,1,1,438,5,0,0,1,456
439,1,1,439,32,1,1,1,489
440,1,1,440,2,1,1,1,685
441,1,1,441,32,0,0,1,542
442,1,1,442,10,1,1,1,682
443,1,1,443,32,1,1,1,446
444,1,1,444,5,0,0,1,455
445,1,1,445,10,1,1,1,500
446,1,1,446,5,1,1,1,456
447,1,1,447,2,0,0,1,417
448,1,1,448,1,0,0,1,384
449,1,1,449,10,0,0,1,609
450,1,1,450,10,1,1,1,1130
451,1,1,451,32,1,1,1,457
452,1,1,452,10,1,1,1,630
453,1,1,453,10,0,0,1,499
454,1,1,454,32,0,0,1,567
455,1,1,455,2,1,1,1,414
456,1,1,456,10,1,1,1,654
457,1,1,457,1,0,0,1,436
458,1,1,458,2,0,0,1,455
459,1,1,459,5,1,1,1,506
460,1,1,460,5,0,0,1,440
461,1,1,461,2,0,0,1,500
462,1,1,462,5,1,1,1,1138
463,1,1,463,2,1,1,1,448
464,1,1,464,5,1,1,1,498
465,1,1,465,1,0,0,1,548
466,1,1,466,20,1,1,1,657
467,1,1,467,2,0,0,1,509
468,1,1,468,2,0,0,1,523
469,1,1,469,5,0,0,1,443
470,1,1,470,10,1,1,1,491
471,1,1,471,2,1,1,1,498
472,1,1,472,20,1,1,1,415
473,1,1,473,2,1,1,1,351
474,1,1,474,5,0,0,1,541
475,1,1,475,5,0,0,1,445
476,1,1,476,32,1,1,1,952
477,1,1,477,10,0,0,1,457
478,1,1,478,32,0,0,1,529
479,1,1,479,20,0,0,1,499
480,1,1,480,20,1,1,1,740
481,1,1,481,20,0,0,1,729
482,1,1,482,2,0,0,1,383
483,1,1,483,2,0,0,1,389
484,1,1,484,10,0,0,1,871
485,1,1,485,5,1,1,1,544
486,1,1,486,20,1,1,1,642
487,1,1,487,20,1,1,1,613
488,1,1,488,10,0,0,1,657
489,1,1,489,32,0,0,1,616
490,1,1,490,32,0,0,1,499
491,1,1,491,2,1,1,1,479
492,1,1,492,32,0,0,1,539
493,1,1,493,2,0,0,1,409
494,1,1,494,2,1,1,1,615
495,1,1,495,10,1,1,1,351
496,1,1,496,1,0,0,1,537
497,1,1,497,10,1,1,1,1050
498,1,1,498,10,1,1,1,492
499,1,1,499,2,0,0,0,335
500,1,1,500,10,0,0,1,623
501,1,1,501,1,0,0,1,462
502,1,1,502,20,1,1,1,375
503,1,1,503,5,0,0,1,472
504,1,1,504,20,0,0,1,901
505,1,1,505,20,0,0,1,435
506,1,1,506,20,0,0,1,382
507,1,1,507,2,0,0,1,398
508,1,1,508,5,0,0,1,298
509,1,1,509,5,1,1,1,612
510,1,1,510,32,0,0,1,529
511,1,1,511,32,0,0,1,409
512,1,1,512,20,1,1,1,468
513,1,1,513,2,1,1,1,426
514,1,1,514,32,1,1,1,1043
515,1,1,515,2,0,0,1,460
516,1,1,516,32,1,1,1,407
517,1,1,517,32,1,1,1,546
518,1,1,518,32,1,1,1,420
519,1,1,519,10,1,1,1,400
520,1,1,520,2,0,0,1,680
521,1,1,521,20,0,0,1,462
522,1,1,522,32,1,1,1,630
523,1,1,523,32,1,1,1,390
524,1,1,524,5,0,0,1,521
525,1,1,525,2,1,1,1,519
526,1,1,526,32,1,1,1,787
527,1,1,527,5,1,1,1,408
528,1,1,528,5,1,1,1,487
529,1,1,529,20,1,1,1,389
530,1,1,530,2,0,0,1,513
531,1,1,531,5,1,1,1,481
532,1,1,532,20,1,1,1,475
533,1,1,533,10,0,0,1,515
534,1,1,534,5,0,0,1,561
535,1,1,535,2,1,1,1,486
536,1,1,536,32,0,0,1,695
537,1,1,537,32,0,0,1,513
538,1,1,538,1,1,1,1,640
539,1,1,539,32,0,0,1,718
540,1,1,540,10,0,0,1,478
541,1,1,541,10,0,0,1,473
542,1,1,542,5,0,0,1,396
543,1,1,543,2,1,1,1,517
544,1,1,544,1,1,1,1,343
545,1,1,545,32,0,0,1,528
546,1,1,546,32,1,1,1,535
547,1,1,547,20,0,0,1,510
548,1,1,548,10,0,0,1,629
549,1,1,549,5,1,1,1,398
550,1,1,550,5,0,0,1,744
551,1,1,551,32,1,1,1,493
552,1,1,552,10,0,0,1,468
553,1,1,553,2,0,0,1,442
554,1,1,554,2,0,0,1,453
555,1,1,555,20,1,1,1,537
556,1,1,556,5,0,0,1,403
557,1,1,557,10,1,1,1,529
558,1,1,558,5,1,1,1,504
559,1,1,559,5,1,1,1,428
560,1,1,560,2,0,0,1,415
561,1,1,561,20,0,0,1,579
562,1,1,562,20,0,0,1,899
563,1,1,563,1,0,0,1,435
564,1,1,564,32,0,0,1,770
565,1,1,565,5,1,1,1,866
566,1,1,566,10,0,0,1,592
567,1,1,567,32,0,0,1,557
568,1,1,568,1,0,0,1,414
569,1,1,569,2,0,0,1,541
570,1,1,570,10,1,1,1,478
571,1,1,571,5,0,0,1,546
572,1,1,572,32,0,0,1,1726
573,1,1,573,20,1,1,1,672
574,1,1,574,10,0,0,1,587
575,1,1,575,20,1,1,1,576
576,1,1,576,2,1,1,1,663
577,1,1,577,32,1,1,1,1081
578,1,1,578,32,1,1,1,545
579,1,1,579,32,0,0,1,464
580,1,1,580,5,1,1,1,448
581,1,1,581,32,0,0,1,572
582,1,1,582,10,1,1,1,469
583,1,1,583,20,0,0,1,509
584,1,1,584,1,1,1,1,420
585,1,1,585,2,1,1,1,470
586,1,1,586,20,0,0,1,588
587,1,1,587,2,1,1,1,485
588,1,1,588,10,1,1,1,398
589,1,1,589,2,0,0,1,428
590,1,1,590,20,0,0,1,463
591,1,1,591,2,0,0,1,442
592,1,1,592,32,0,0,1,547
593,1,1,593,5,1,1,1,477
594,1,1,594,32,0,0,1,533
595,1,1,595,20,1,1,1,984
596,1,1,596,5,0,0,1,457
597,1,1,597,5,1,1,1,673
598,1,1,598,32,0,0,1,952
599,1,1,599,32,1,1,1,558
600,1,1,600,32,1,1,1,575
601,1,1,601,10,1,1,1,441
602,1,1,602,2,0,0,1,387
603,1,1,603,2,1,1,1,411
604,1,1,604,5,0,0,1,400
605,1,1,605,20,0,0,1,369
606,1,1,606,32,0,0,1,599
607,1,1,607,5,0,0,1,611
608,1,1,608,5,0,0,1,418
609,1,1,609,10,1,1,1,490
610,1,1,610,2,1,1,1,671
611,1,1,611,10,0,0,1,340
612,1,1,612,32,0,0,1,394
613,1,1,613,2,0,0,1,435
614,1,1,614,5,1,1,1,774
615,1,1,615,5,1,1,1,527
616,1,1,616,20,1,1,1,451
617,1,1,617,32,0,0,1,456
618,1,1,618,10,0,0,1,408
619,1,1,619,20,0,0,1,489
620,1,1,620,32,1,1,1,544
621,1,1,621,5,0,0,1,486
622,1,1,622,10,1,1,1,540
623,1,1,623,32,1,1,1,1612
624,1,1,624,2,1,1,1,625
625,1,1,625,2,0,0,1,492
626,1,1,626,32,1,1,1,942
627,1,1,627,20,1,1,1,527
628,1,1,628,1,1,1,1,631
629,1,1,629,2,0,0,1,522
630,1,1,630,20,1,1,1,497
631,1,1,631,5,0,0,1,457
632,1,1,632,32,0,0,1,457
633,1,1,633,2,1,1,1,618
634,1,1,634,20,1,1,1,578
635,1,1,635,5,0,0,1,508
636,1,1,636,2,1,1,1,418
637,1,1,637,10,1,1,1,524
638,1,1,638,10,1,1,1,532
639,1,1,639,5,0,0,1,480
640,1,1,640,5,1,1,1,433
641,2,1,1,5,0,0,1,518
642,2,1,2,32,0,0,1,698
643,2,1,3,5,0,0,1,519
644,2,1,4,20,0,0,1,662
645,2,1,5,20,0,0,1,393
646,2,1,6,5,1,1,1,413
647,2,1,7,5,1,1,1,442
648,2,1,8,20,0,0,1,466
649,2,1,9,10,1,1,1,604
650,2,1,10,1,0,0,1,428
651,2,1,11,2,0,0,1,449
652,2,1,12,32,0,0,1,671
653,2,1,13,5,1,1,1,440
654,2,1,14,5,1,1,1,499
655,2,1,15,32,0,0,1,493
656,2,1,16,2,0,0,1,415
657,2,1,17,5,1,1,1,500
658,2,1,18,5,0,0,1,398
659,2,1,19,20,0,0,1,651
660,2,1,20,32,0,0,1,383
661,2,1,21,2,0,0,1,399
662,2,1,22,32,1,1,1,563
663,2,1,23,2,0,0,1,359
664,2,1,24,5,1,1,1,618
665,2,1,25,20,1,1,1,439
666,2,1,26,32,0,0,1,458
667,2,1,27,32,0,0,1,515
668,2,1,28,5,1,1,1,334
669,2,1,29,2,1,1,1,492
670,2,1,30,32,0,0,1,739
671,2,1,31,32,1,1,1,438
672,2,1,32,10,0,0,1,384
673,2,1,33,1,0,0,1,415
674,2,1,34,32,1,1,1,444
675,2,1,35,32,1,1,1,580
676,2,1,36,10,0,0,1,415
677,2,1,37,20,1,1,1,405
678,2,1,38,10,1,1,1,505
679,2,1,39,5,1,1,1,398
680,2,1,40,2,1,1,1,369
681,2,1,41,5,0,0,1,691
682,2,1,42,32,1,1,1,559
683,2,1,43,2,0,0,1,374
684,2,1,44,10,1,1,1,800
685,2,1,45,5,1,1,1,397
686,2,1,46,2,1,1,1,622
687,2,1,47,5,1,1,1,446
688,2,1,48,2,0,0,1,383
689,2,1,49,32,1,1,1,650
690,2,1,50,5,0,0,1,503
691,2,1,51,10,1,1,1,422
692,2,1,52,20,1,1,1,591
693,2,1,53,32,1,1,1,383
694,2,1,54,20,0,0,1,573
695,2,1,55,32,1,1,1,795
696,2,1,56,5,1,1,1,363
697,2,1,57,5,0,0,1,369
698,2,1,58,32,1,1,1,435
699,2,1,59,5,1,1,1,494
700,2,1,60,2,1,1,1,479
701,2,1,61,10,1,1,1,387
702,2,1,62,32,0,0,1,370
703,2,1,63,2,1,1,1,336
704,2,1,64,2,1,1,1,565
705,2,1,65,32,0,0,1,504
706,2,1,66,20,0,0,1,450
707,2,1,67,2,0,0,1,501
708,2,1,68,5,1,1,1,552
709,2,1,69,20,1,1,1,329
710,2,1,70,10,1,1,1,427
711,2,1,71,32,0,0,1,571
712,2,1,72,10,0,0,1,406
713,2,1,73,10,0,0,1,493
714,2,1,74,32,1,1,1,448
715,2,1,75,5,1,1,1,746
716,2,1,76,5,0,0,1,435
717,2,1,77,1,0,0,1,322
718,2,1,78,10,1,1,1,372
719,2,1,79,32,1,1,1,536
720,2,1,80,5,1,1,1,387
721,2,1,81,10,0,0,1,386
722,2,1,82,2,0,0,1,303
723,2,1,83,2,1,1,1,329
724,2,1,84,2,1,1,1,374
725,2,1,85,5,0,0,1,369
726,2,1,86,2,0,0,1,466
727,2,1,87,5,1,1,1,489
728,2,1,88,20,1,1,1,443
729,2,1,89,5,0,0,1,445
730,2,1,90,32,0,0,1,618
731,2,1,91,2,1,1,1,401
732,2,1,92,32,1,1,1,427
733,2,1,93,2,1,1,1,433
734,2,1,94,2,0,0,1,326
735,2,1,95,2,0,0,1,371
736,2,1,96,32,1,1,1,444
737,2,1,97,32,0,0,1,367
738,2,1,98,32,1,1,1,675
739,2,1,99,20,0,0,1,470
740,2,1,100,10,1,1,1,406
741,2,1,101,10,1,1,1,638
742,2,1,102,20,0,0,1,464
743,2,1,103,32,1,1,1,427
744,2,1,104,32,0,0,1,438
745,2,1,105,5,1,1,1,339
746,2,1,106,1,1,1,1,481
747,2,1,107,2,0,0,1,433
748,2,1,108,10,0,0,1,367
749,2,1,109,5,0,0,1,512
750,2,1,110,5,0,0,1,632
751,2,1,111,10,0,0,1,392
752,2,1,112,10,1,1,1,524
753,2,1,113,20,0,0,1,321
754,2,1,114,20,0,0,1,409
755,2,1,115,10,0,0,1,423
756,2,1,116,1,1,1,1,395
757,2,1,117,5,1,1,1,373
758,2,1,118,5,0,0,1,417
759,2,1,119,2,1,1,1,511
760,2,1,120,32,1,1,1,446
761,2,1,121,32,1,1,1,429
762,2,1,122,20,0,0,1,493
763,2,1,123,5,1,1,1,354
764,2,1,124,32,0,0,1,425
765,2,1,125,32,0,0,1,1310
766,2,1,126,5,1,1,1,587
767,2,1,127,20,0,0,1,453
768,2,1,128,20,1,1,1,479
769,2,1,129,5,1,1,1,671
770,2,1,130,10,0,0,1,376
771,2,1,131,10,1,1,1,357
772,2,1,132,10,1,1,1,527
