uidf,trial,age,usex,session,block,tid,chosen,rt,correct,target_color,target_sex,stim_i,im_color,im_id,im_sex,im_type,correctResponse,is_target
1,3,19,f,1,1,4,0,740,0,b,m,1,y,1098,m,fs,,0
1,3,19,f,1,1,4,0,740,0,b,m,2,b,0765,m,t,2,1
1,3,19,f,1,1,4,0,740,0,b,m,3,y,0618,m,fs,,0
1,3,19,f,1,1,4,0,740,0,b,m,4,y,1170,m,fs,,0
1,3,19,f,1,1,4,0,740,0,b,m,5,y,0826,m,fs,,0
1,3,19,f,1,1,4,0,740,0,b,m,6,b,0571,f,fc,,0
1,3,19,f,1,1,4,0,740,0,b,m,7,b,0452,f,fc,,0
1,3,19,f,1,1,4,0,740,0,b,m,8,b,0190,f,fc,,0
1,4,19,f,1,1,5,3,937,1,b,m,0,y,i215ta-mg.jpg,m,fs,,0
1,4,19,f,1,1,5,3,937,1,b,m,1,b,0936,f,fc,,0
1,4,19,f,1,1,5,3,937,1,b,m,2,b,0910,f,fc,,0
1,4,19,f,1,1,5,3,937,1,b,m,3,b,0989,m,t,3,1
1,4,19,f,1,1,5,3,937,1,b,m,4,y,0246,m,fs,,0
1,4,19,f,1,1,5,3,937,1,b,m,5,y,0240,m,fs,,0
1,4,19,f,1,1,5,3,937,1,b,m,6,b,i613ya-fg.jpg,f,fc,,0
1,4,19,f,1,1,5,3,937,1,b,m,7,y,0622,m,fs,,0
1,4,19,f,1,1,5,3,937,1,b,m,8,b,i306ua-fg.jpg,f,fc,,0
1,5,19,f,1,1,6,8,513,1,b,m,0,b,0742,f,fc,,0
1,5,19,f,1,1,6,8,513,1,b,m,1,y,i425xa-mn.jpg,m,fs,,0
1,5,19,f,1,1,6,8,513,1,b,m,2,b,0702,f,fc,,0
1,5,19,f,1,1,6,8,513,1,b,m,3,b,0717,f,fc,,0
1,5,19,f,1,1,6,8,513,1,b,m,4,b,1094,f,fc,,0
1,5,19,f,1,1,6,8,513,1,b,m,5,y,0900,m,fs,,0
1,5,19,f,1,1,6,8,513,1,b,m,6,y,0095,m,fs,,0
1,5,19,f,1,1,6,8,513,1,b,m,7,y,1074,m,fs,,0
1,5,19,f,1,1,6,8,513,1,b,m,8,b,i055ra-mn.jpg,m,t,8,1
1,6,19,f,1,1,7,8,491,1,b,m,0,y,0029,m,fs,,0
1,6,19,f,1,1,7,8,491,1,b,m,1,y,i239ta-mn.jpg,m,fs,,0
1,6,19,f,1,1,7,8,491,1,b,m,2,y,0509,m,fs,,0
1,6,19,f,1,1,7,8,491,1,b,m,3,b,1011,f,fc,,0
1,6,19,f,1,1,7,8,491,1,b,m,4,b,1019,f,fc,,0
1,6,19,f,1,1,7,8,491,1,b,m,5,y,0241,m,fs,,0
1,6,19,f,1,1,7,8,491,1,b,m,6,b,0227,f,fc,,0
1,6,19,f,1,1,7,8,491,1,b,m,7,b,0435,f,fc,,0
1,6,19,f,1,1,7,8,491,1,b,m,8,b,0612,m,t,8,1
1,7,19,f,1,1,8,2,869,1,b,m,0,b,0694,f,fc,,0
1,7,19,f,1,1,8,2,869,1,b,m,1,y,0844,m,fs,,0
1,7,19,f,1,1,8,2,869,1,b,m,2,b,0083,m,t,2,1
1,7,19,f,1,1,8,2,869,1,b,m,3,y,0508,m,fs,,0
1,7,19,f,1,1,8,2,869,1,b,m,4,b,0163,f,fc,,0
1,7,19,f,1,1,8,2,869,1,b,m,5,b,1044,f,fc,,0
1,7,19,f,1,1,8,2,869,1,b,m,6,y,0320,m,fs,,0
1,7,19,f,1,1,8,2,869,1,b,m,7,b,0815,f,fc,,0
1,7,19,f,1,1,8,2,869,1,b,m,8,y,1157,m,fs,,0
1,8,19,f,1,1,9,6,1465,1,b,m,0,y,0272,m,fs,,0
1,8,19,f,1,1,9,6,1465,1,b,m,1,b,0087,f,fc,,0
1,8,19,f,1,1,9,6,1465,1,b,m,2,b,0336,f,fc,,0
1,8,19,f,1,1,9,6,1465,1,b,m,3,b,0458,f,fc,,0
1,8,19,f,1,1,9,6,1465,1,b,m,4,y,0828,m,fs,,0
1,8,19,f,1,1,9,6,1465,1,b,m,5,y,0924,m,fs,,0
1,8,19,f,1,1,9,6,1465,1,b,m,6,b,i009ra-mn.jpg,m,t,6,1
1,8,19,f,1,1,9,6,1465,1,b,m,7,y,1030,m,fs,,0
1,8,19,f,1,1,9,6,1465,1,b,m,8,b,1047,f,fc,,0
1,9,19,f,1,1,10,4,1029,0,b,m,0,b,0505,f,fc,,0
1,9,19,f,1,1,10,4,1029,0,b,m,1,y,0368,m,fs,,0
1,9,19,f,1,1,10,4,1029,0,b,m,2,y,i246ua-mg.jpg,m,fs,,0
1,9,19,f,1,1,10,4,1029,0,b,m,3,y,0741,m,fs,,0
1,9,19,f,1,1,10,4,1029,0,b,m,4,b,1009,f,fc,,0
1,9,19,f,1,1,10,4,1029,0,b,m,5,b,0036,m,t,5,1
1,9,19,f,1,1,10,4,1029,0,b,m,6,b,i433xa-fn.jpg,f,fc,,0
1,9,19,f,1,1,10,4,1029,0,b,m,7,b,i301ta-fg.jpg,f,fc,,0
1,9,19,f,1,1,10,4,1029,0,b,m,8,y,1110,m,fs,,0
1,10,19,f,1,1,11,3,1177,1,b,m,0,y,i439wa-mn.jpg,m,fs,,0
1,10,19,f,1,1,11,3,1177,1,b,m,1,y,0913,m,fs,,0
1,10,19,f,1,1,11,3,1177,1,b,m,2,b,0703,f,fc,,0
1,10,19,f,1,1,11,3,1177,1,b,m,3,b,0593,m,t,3,1
1,10,19,f,1,1,11,3,1177,1,b,m,4,b,0350,f,fc,,0
1,10,19,f,1,1,11,3,1177,1,b,m,5,b,0487,f,fc,,0
1,10,19,f,1,1,11,3,1177,1,b,m,6,y,0116,m,fs,,0
1,10,19,f,1,1,11,3,1177,1,b,m,7,y,0646,m,fs,,0
1,10,19,f,1,1,11,3,1177,1,b,m,8,b,i302ta-fn.jpg,f,fc,,0
1,11,19,f,1,1,12,2,1099,1,b,m,0,y,0582,m,fs,,0
1,11,19,f,1,1,12,2,1099,1,b,m,1,b,1185,f,fc,,0
1,11,19,f,1,1,12,2,1099,1,b,m,2,b,0501,m,t,2,1
1,11,19,f,1,1,12,2,1099,1,b,m,3,b,0198,f,fc,,0
1,11,19,f,1,1,12,2,1099,1,b,m,4,b,1158,f,fc,,0
1,11,19,f,1,1,12,2,1099,1,b,m,5,b,i434wa-fn.jpg,f,fc,,0
1,11,19,f,1,1,12,2,1099,1,b,m,6,y,0999,m,fs,,0
1,11,19,f,1,1,12,2,1099,1,b,m,7,y,i238ta-mn.jpg,m,fs,,0
1,11,19,f,1,1,12,2,1099,1,b,m,8,y,1029,m,fs,,0
1,12,19,f,1,1,13,7,514,1,b,m,0,y,0122,m,fs,,0
1,12,19,f,1,1,13,7,514,1,b,m,1,b,i300ta-fn.jpg,f,fc,,0
1,12,19,f,1,1,13,7,514,1,b,m,2,b,0254,f,fc,,0
1,12,19,f,1,1,13,7,514,1,b,m,3,b,0818,f,fc,,0
1,12,19,f,1,1,13,7,514,1,b,m,4,y,0843,m,fs,,0
1,12,19,f,1,1,13,7,514,1,b,m,5,y,i602za-mn.jpg,m,fs,,0
1,12,19,f,1,1,13,7,514,1,b,m,6,b,0653,f,fc,,0
1,12,19,f,1,1,13,7,514,1,b,m,7,b,0129,m,t,7,1
1,12,19,f,1,1,13,7,514,1,b,m,8,y,0186,m,fs,,0
1,13,19,f,1,1,14,3,408,1,b,m,0,b,1079,f,fc,,0
1,13,19,f,1,1,14,3,408,1,b,m,1,b,0231,f,fc,,0
1,13,19,f,1,1,14,3,408,1,b,m,2,b,i222ua-fn.jpg,f,fc,,0
1,13,19,f,1,1,14,3,408,1,b,m,3,b,i059qa-mg.jpg,m,t,3,1
1,13,19,f,1,1,14,3,408,1,b,m,4,b,0344,f,fc,,0
1,13,19,f,1,1,14,3,408,1,b,m,5,y,0879,m,fs,,0
1,13,19,f,1,1,14,3,408,1,b,m,6,y,0829,m,fs,,0
1,13,19,f,1,1,14,3,408,1,b,m,7,y,0170,m,fs,,0
1,13,19,f,1,1,14,3,408,1,b,m,8,y,0640,m,fs,,0
1,14,19,f,1,1,15,2,675,1,b,m,0,y,0119,m,fs,,0
1,14,19,f,1,1,15,2,675,1,b,m,1,b,0485,f,fc,,0
1,14,19,f,1,1,15,2,675,1,b,m,2,b,i070qa-mn.jpg,m,t,2,1
1,14,19,f,1,1,15,2,675,1,b,m,3,b,1013,f,fc,,0
1,14,19,f,1,1,15,2,675,1,b,m,4,y,0205,m,fs,,0
1,14,19,f,1,1,15,2,675,1,b,m,5,b,0040,f,fc,,0
1,14,19,f,1,1,15,2,675,1,b,m,6,y,0113,m,fs,,0
1,14,19,f,1,1,15,2,675,1,b,m,7,y,1114,m,fs,,0
1,14,19,f,1,1,15,2,675,1,b,m,8,b,0949,f,fc,,0
1,15,19,f,1,1,16,1,1102,0,b,m,0,y,0059,m,fs,,0
1,15,19,f,1,1,16,1,1102,0,b,m,1,b,i074qa-fn.jpg,f,fc,,0
1,15,19,f,1,1,16,1,1102,0,b,m,2,b,0288,f,fc,,0
1,15,19,f,1,1,16,1,1102,0,b,m,3,b,0309,m,t,3,1
1,15,19,f,1,1,16,1,1102,0,b,m,4,y,0139,m,fs,,0
1,15,19,f,1,1,16,1,1102,0,b,m,5,y,i201ua-mg.jpg,m,fs,,0
1,15,19,f,1,1,16,1,1102,0,b,m,6,y,1122,m,fs,,0
1,15,19,f,1,1,16,1,1102,0,b,m,7,b,i086qa-fn.jpg,f,fc,,0
1,15,19,f,1,1,16,1,1102,0,b,m,8,b,i211ua-fn.jpg,f,fc,,0
1,16,19,f,1,1,17,0,259,1,b,m,0,b,1050,m,t,0,1
1,16,19,f,1,1,17,0,259,1,b,m,1,y,0587,m,fs,,0
1,16,19,f,1,1,17,0,259,1,b,m,2,y,0261,m,fs,,0
1,16,19,f,1,1,17,0,259,1,b,m,3,y,0383,m,fs,,0
1,16,19,f,1,1,17,0,259,1,b,m,4,b,i039ra-fn.jpg,f,fc,,0
1,16,19,f,1,1,17,0,259,1,b,m,5,b,0294,f,fc,,0
1,16,19,f,1,1,17,0,259,1,b,m,6,b,1102,f,fc,,0
1,16,19,f,1,1,17,0,259,1,b,m,7,y,0991,m,fs,,0
1,16,19,f,1,1,17,0,259,1,b,m,8,b,0969,f,fc,,0
1,17,19,f,1,1,18,6,391,0,b,m,0,y,0860,m,fs,,0
1,17,19,f,1,1,18,6,391,0,b,m,1,b,i435xa-fn.jpg,f,fc,,0
1,17,19,f,1,1,18,6,391,0,b,m,2,b,i283ta-fn.jpg,f,fc,,0
1,17,19,f,1,1,18,6,391,0,b,m,3,b,0124,m,t,3,1
1,17,19,f,1,1,18,6,391,0,b,m,4,y,0809,m,fs,,0
1,17,19,f,1,1,18,6,391,0,b,m,5,y,0174,m,fs,,0
1,17,19,f,1,1,18,6,391,0,b,m,6,b,1167,f,fc,,0
1,17,19,f,1,1,18,6,391,0,b,m,7,b,0418,f,fc,,0
1,17,19,f,1,1,18,6,391,0,b,m,8,y,0855,m,fs,,0
1,18,19,f,1,1,19,0,159,1,b,m,0,b,1014,m,t,0,1
1,18,19,f,1,1,19,0,159,1,b,m,1,y,0155,m,fs,,0
1,18,19,f,1,1,19,0,159,1,b,m,2,b,0500,f,fc,,0
1,18,19,f,1,1,19,0,159,1,b,m,3,b,0394,f,fc,,0
1,18,19,f,1,1,19,0,159,1,b,m,4,b,i624ya-fn.jpg,f,fc,,0
1,18,19,f,1,1,19,0,159,1,b,m,5,b,0043,f,fc,,0
1,18,19,f,1,1,19,0,159,1,b,m,6,y,1085,m,fs,,0
1,18,19,f,1,1,19,0,159,1,b,m,7,y,1086,m,fs,,0
1,18,19,f,1,1,19,0,159,1,b,m,8,y,0099,m,fs,,0
1,19,19,f,1,1,20,0,748,1,b,m,0,b,0135,m,t,0,1
1,19,19,f,1,1,20,0,748,1,b,m,1,b,0061,f,fc,,0
1,19,19,f,1,1,20,0,748,1,b,m,2,y,0138,m,fs,,0
1,19,19,f,1,1,20,0,748,1,b,m,3,b,0395,f,fc,,0
1,19,19,f,1,1,20,0,748,1,b,m,4,y,i440xa-mg.jpg,m,fs,,0
1,19,19,f,1,1,20,0,748,1,b,m,5,y,0865,m,fs,,0
1,19,19,f,1,1,20,0,748,1,b,m,6,y,0964,m,fs,,0
1,19,19,f,1,1,20,0,748,1,b,m,7,b,1196,f,fc,,0
1,19,19,f,1,1,20,0,748,1,b,m,8,b,1112,f,fc,,0
1,20,19,f,1,1,21,8,317,1,b,m,0,b,i245ua-fn.jpg,f,fc,,0
1,20,19,f,1,1,21,8,317,1,b,m,1,b,i063ra-fn.jpg,f,fc,,0
1,20,19,f,1,1,21,8,317,1,b,m,2,y,i270ta-mn.jpg,m,fs,,0
1,20,19,f,1,1,21,8,317,1,b,m,3,y,0866,m,fs,,0
1,20,19,f,1,1,21,8,317,1,b,m,4,y,0182,m,fs,,0
1,20,19,f,1,1,21,8,317,1,b,m,5,b,0635,f,fc,,0
1,20,19,f,1,1,21,8,317,1,b,m,6,y,0668,m,fs,,0
1,20,19,f,1,1,21,8,317,1,b,m,7,b,1133,f,fc,,0
1,20,19,f,1,1,21,8,317,1,b,m,8,b,0907,m,t,8,1
1,21,19,f,1,1,22,8,496,0,b,m,0,b,0801,m,t,0,1
1,21,19,f,1,1,22,8,496,0,b,m,1,b,i051qa-fn.jpg,f,fc,,0
1,21,19,f,1,1,22,8,496,0,b,m,2,y,0131,m,fs,,0
1,21,19,f,1,1,22,8,496,0,b,m,3,b,i619ya-fg.jpg,f,fc,,0
1,21,19,f,1,1,22,8,496,0,b,m,4,y,i253ua-mg.jpg,m,fs,,0
1,21,19,f,1,1,22,8,496,0,b,m,5,y,0491,m,fs,,0
1,21,19,f,1,1,22,8,496,0,b,m,6,y,0542,m,fs,,0
1,21,19,f,1,1,22,8,496,0,b,m,7,b,0682,f,fc,,0
1,21,19,f,1,1,22,8,496,0,b,m,8,b,i024qa-fn.jpg,f,fc,,0
1,22,19,f,1,1,23,4,467,1,b,m,0,b,i606za-fn.jpg,f,fc,,0
1,22,19,f,1,1,23,4,467,1,b,m,1,y,0075,m,fs,,0
1,22,19,f,1,1,23,4,467,1,b,m,2,y,i228ua-mg.jpg,m,fs,,0
1,22,19,f,1,1,23,4,467,1,b,m,3,y,0833,m,fs,,0
1,22,19,f,1,1,23,4,467,1,b,m,4,b,0680,m,t,4,1
1,22,19,f,1,1,23,4,467,1,b,m,5,y,0684,m,fs,,0
1,22,19,f,1,1,23,4,467,1,b,m,6,b,1127,f,fc,,0
1,22,19,f,1,1,23,4,467,1,b,m,7,b,0098,f,fc,,0
1,22,19,f,1,1,23,4,467,1,b,m,8,b,1016,f,fc,,0
1,23,19,f,1,1,24,5,952,1,b,m,0,b,1152,f,fc,,0
1,23,19,f,1,1,24,5,952,1,b,m,1,b,0104,f,fc,,0
1,23,19,f,1,1,24,5,952,1,b,m,2,b,0312,f,fc,,0
1,23,19,f,1,1,24,5,952,1,b,m,3,y,0744,m,fs,,0
1,23,19,f,1,1,24,5,952,1,b,m,4,y,0475,m,fs,,0
1,23,19,f,1,1,24,5,952,1,b,m,5,b,0022,m,t,5,1
1,23,19,f,1,1,24,5,952,1,b,m,6,b,1139,f,fc,,0
1,23,19,f,1,1,24,5,952,1,b,m,7,y,0144,m,fs,,0
1,23,19,f,1,1,24,5,952,1,b,m,8,y,0133,m,fs,,0
1,24,19,f,1,1,25,3,662,0,b,m,0,b,0925,f,fc,,0
1,24,19,f,1,1,25,3,662,0,b,m,1,y,0738,m,fs,,0
1,24,19,f,1,1,25,3,662,0,b,m,2,b,i247ta-fn.jpg,f,fc,,0
1,24,19,f,1,1,25,3,662,0,b,m,3,b,i292ua-fn.jpg,f,fc,,0
1,24,19,f,1,1,25,3,662,0,b,m,4,y,0979,m,fs,,0
1,24,19,f,1,1,25,3,662,0,b,m,5,y,1036,m,fs,,0
1,24,19,f,1,1,25,3,662,0,b,m,6,y,1180,m,fs,,0
1,24,19,f,1,1,25,3,662,0,b,m,7,b,0328,f,fc,,0
1,24,19,f,1,1,25,3,662,0,b,m,8,b,0134,m,t,8,1
1,25,19,f,1,1,26,4,314,1,b,m,0,y,0602,m,fs,,0
1,25,19,f,1,1,26,4,314,1,b,m,1,b,0547,f,fc,,0
1,25,19,f,1,1,26,4,314,1,b,m,2,y,0861,m,fs,,0
1,25,19,f,1,1,26,4,314,1,b,m,3,b,0177,f,fc,,0
1,25,19,f,1,1,26,4,314,1,b,m,4,b,i251ta-mn.jpg,m,t,4,1
1,25,19,f,1,1,26,4,314,1,b,m,5,b,0889,f,fc,,0
1,25,19,f,1,1,26,4,314,1,b,m,6,y,i416xa-mn.jpg,m,fs,,0
1,25,19,f,1,1,26,4,314,1,b,m,7,y,0269,m,fs,,0
1,25,19,f,1,1,26,4,314,1,b,m,8,b,0428,f,fc,,0
1,26,19,f,1,1,27,3,345,1,b,m,0,b,0111,f,fc,,0
1,26,19,f,1,1,27,3,345,1,b,m,1,b,1026,f,fc,,0
1,26,19,f,1,1,27,3,345,1,b,m,2,b,i444xa-fn.jpg,f,fc,,0
1,26,19,f,1,1,27,3,345,1,b,m,3,b,0853,m,t,3,1
1,26,19,f,1,1,27,3,345,1,b,m,4,y,0156,m,fs,,0
1,26,19,f,1,1,27,3,345,1,b,m,5,b,0239,f,fc,,0
1,26,19,f,1,1,27,3,345,1,b,m,6,y,0973,m,fs,,0
1,26,19,f,1,1,27,3,345,1,b,m,7,y,0273,m,fs,,0
1,26,19,f,1,1,27,3,345,1,b,m,8,y,0076,m,fs,,0
1,27,19,f,1,1,28,6,359,1,b,m,0,y,0968,m,fs,,0
1,27,19,f,1,1,28,6,359,1,b,m,1,b,0065,f,fc,,0
1,27,19,f,1,1,28,6,359,1,b,m,2,b,1119,f,fc,,0
1,27,19,f,1,1,28,6,359,1,b,m,3,y,0611,m,fs,,0
1,27,19,f,1,1,28,6,359,1,b,m,4,y,0282,m,fs,,0
1,27,19,f,1,1,28,6,359,1,b,m,5,y,0516,m,fs,,0
1,27,19,f,1,1,28,6,359,1,b,m,6,b,0805,m,t,6,1
1,27,19,f,1,1,28,6,359,1,b,m,7,b,i421wa-fn.jpg,f,fc,,0
1,27,19,f,1,1,28,6,359,1,b,m,8,b,0311,f,fc,,0
1,28,19,f,1,1,29,2,1810,0,b,m,0,y,0514,m,fs,,0
1,28,19,f,1,1,29,2,1810,0,b,m,1,y,i227ua-mn.jpg,m,fs,,0
1,28,19,f,1,1,29,2,1810,0,b,m,2,b,0769,f,fc,,0
1,28,19,f,1,1,29,2,1810,0,b,m,3,y,0852,m,fs,,0
1,28,19,f,1,1,29,2,1810,0,b,m,4,b,0379,f,fc,,0
1,28,19,f,1,1,29,2,1810,0,b,m,5,y,0136,m,fs,,0
1,28,19,f,1,1,29,2,1810,0,b,m,6,b,0764,m,t,6,1
1,28,19,f,1,1,29,2,1810,0,b,m,7,b,0433,f,fc,,0
1,28,19,f,1,1,29,2,1810,0,b,m,8,b,1134,f,fc,,0
1,29,19,f,1,1,30,2,661,1,b,m,0,b,0265,f,fc,,0
1,29,19,f,1,1,30,2,661,1,b,m,1,y,i250ta-mn.jpg,m,fs,,0
1,29,19,f,1,1,30,2,661,1,b,m,2,b,0007,m,t,2,1
1,29,19,f,1,1,30,2,661,1,b,m,3,b,1090,f,fc,,0
1,29,19,f,1,1,30,2,661,1,b,m,4,y,0698,m,fs,,0
1,29,19,f,1,1,30,2,661,1,b,m,5,y,0976,m,fs,,0
1,29,19,f,1,1,30,2,661,1,b,m,6,y,0608,m,fs,,0
1,29,19,f,1,1,30,2,661,1,b,m,7,b,0564,f,fc,,0
1,29,19,f,1,1,30,2,661,1,b,m,8,b,i293ua-fn.jpg,f,fc,,0
1,30,19,f,1,1,31,8,644,1,b,m,0,y,0184,m,fs,,0
1,30,19,f,1,1,31,8,644,1,b,m,1,b,0346,f,fc,,0
1,30,19,f,1,1,31,8,644,1,b,m,2,b,1164,f,fc,,0
1,30,19,f,1,1,31,8,644,1,b,m,3,b,1128,f,fc,,0
1,30,19,f,1,1,31,8,644,1,b,m,4,b,i281ua-fn.jpg,f,fc,,0
1,30,19,f,1,1,31,8,644,1,b,m,5,y,0332,m,fs,,0
1,30,19,f,1,1,31,8,644,1,b,m,6,y,0070,m,fs,,0
1,30,19,f,1,1,31,8,644,1,b,m,7,y,1145,m,fs,,0
1,30,19,f,1,1,31,8,644,1,b,m,8,b,0167,m,t,8,1
1,31,19,f,1,1,32,3,388,1,b,m,0,b,0033,f,fc,,0
1,31,19,f,1,1,32,3,388,1,b,m,1,b,i026qa-fn.jpg,f,fc,,0
1,31,19,f,1,1,32,3,388,1,b,m,2,y,i256ua-mn.jpg,m,fs,,0
1,31,19,f,1,1,32,3,388,1,b,m,3,b,0478,m,t,3,1
1,31,19,f,1,1,32,3,388,1,b,m,4,b,i610ya-fn.jpg,f,fc,,0
1,31,19,f,1,1,32,3,388,1,b,m,5,b,i612za-fn.jpg,f,fc,,0
1,31,19,f,1,1,32,3,388,1,b,m,6,y,0775,m,fs,,0
1,31,19,f,1,1,32,3,388,1,b,m,7,y,0672,m,fs,,0
1,31,19,f,1,1,32,3,388,1,b,m,8,y,0535,m,fs,,0
1,32,19,f,1,1,33,7,860,0,b,m,0,y,0192,m,fs,,0
1,32,19,f,1,1,33,7,860,0,b,m,1,b,0725,f,fc,,0
1,32,19,f,1,1,33,7,860,0,b,m,2,b,0713,m,t,2,1
1,32,19,f,1,1,33,7,860,0,b,m,3,b,i020qa-fg.jpg,f,fc,,0
1,32,19,f,1,1,33,7,860,0,b,m,4,y,0301,m,fs,,0
1,32,19,f,1,1,33,7,860,0,b,m,5,y,0657,m,fs,,0
1,32,19,f,1,1,33,7,860,0,b,m,6,y,i079ra-mn.jpg,m,fs,,0
1,32,19,f,1,1,33,7,860,0,b,m,7,b,0532,f,fc,,0
1,32,19,f,1,1,33,7,860,0,b,m,8,b,1035,f,fc,,0
1,33,19,f,1,1,34,1,364,1,b,m,0,y,0868,m,fs,,0
1,33,19,f,1,1,34,1,364,1,b,m,1,b,i040qa-mn.jpg,m,t,1,1
1,33,19,f,1,1,34,1,364,1,b,m,2,y,i288ta-mn.jpg,m,fs,,0
1,33,19,f,1,1,34,1,364,1,b,m,3,y,0518,m,fs,,0
1,33,19,f,1,1,34,1,364,1,b,m,4,b,0837,f,fc,,0
1,33,19,f,1,1,34,1,364,1,b,m,5,b,1007,f,fc,,0
1,33,19,f,1,1,34,1,364,1,b,m,6,y,0473,m,fs,,0
1,33,19,f,1,1,34,1,364,1,b,m,7,b,0443,f,fc,,0
1,33,19,f,1,1,34,1,364,1,b,m,8,b,0773,f,fc,,0
1,34,19,f,1,1,35,3,484,1,b,m,0,b,i262ta-fn.jpg,f,fc,,0
1,34,19,f,1,1,35,3,484,1,b,m,1,b,1155,f,fc,,0
1,34,19,f,1,1,35,3,484,1,b,m,2,y,0994,m,fs,,0
1,34,19,f,1,1,35,3,484,1,b,m,3,b,i034qa-mg.jpg,m,t,3,1
1,34,19,f,1,1,35,3,484,1,b,m,4,y,0880,m,fs,,0
1,34,19,f,1,1,35,3,484,1,b,m,5,b,1008,f,fc,,0
1,34,19,f,1,1,35,3,484,1,b,m,6,b,0781,f,fc,,0
1,34,19,f,1,1,35,3,484,1,b,m,7,y,0724,m,fs,,0
1,34,19,f,1,1,35,3,484,1,b,m,8,y,i423wa-mn.jpg,m,fs,,0
1,35,19,f,1,1,36,7,686,0,b,m,0,b,0992,m,t,0,1
1,35,19,f,1,1,36,7,686,0,b,m,1,b,0442,f,fc,,0
1,35,19,f,1,1,36,7,686,0,b,m,2,y,i204ua-mn.jpg,m,fs,,0
1,35,19,f,1,1,36,7,686,0,b,m,3,y,0471,m,fs,,0
1,35,19,f,1,1,36,7,686,0,b,m,4,b,0557,f,fc,,0
1,35,19,f,1,1,36,7,686,0,b,m,5,y,1002,m,fs,,0
1,35,19,f,1,1,36,7,686,0,b,m,6,y,i017qa-mg.jpg,m,fs,,0
1,35,19,f,1,1,36,7,686,0,b,m,7,b,0408,f,fc,,0
1,35,19,f,1,1,36,7,686,0,b,m,8,b,0466,f,fc,,0
1,36,19,f,1,1,37,6,465,1,b,m,0,b,0576,f,fc,,0
1,36,19,f,1,1,37,6,465,1,b,m,1,y,0854,m,fs,,0
1,36,19,f,1,1,37,6,465,1,b,m,2,y,0086,m,fs,,0
1,36,19,f,1,1,37,6,465,1,b,m,3,b,i409wa-fg.jpg,f,fc,,0
1,36,19,f,1,1,37,6,465,1,b,m,4,b,0560,f,fc,,0
1,36,19,f,1,1,37,6,465,1,b,m,5,y,0117,m,fs,,0
1,36,19,f,1,1,37,6,465,1,b,m,6,b,i241ua-mn.jpg,m,t,6,1
1,36,19,f,1,1,37,6,465,1,b,m,7,y,0619,m,fs,,0
1,36,19,f,1,1,37,6,465,1,b,m,8,b,1169,f,fc,,0
1,37,19,f,1,1,38,0,505,1,b,m,0,b,0015,m,t,0,1
1,37,19,f,1,1,38,0,505,1,b,m,1,y,i294ta-mg.jpg,m,fs,,0
1,37,19,f,1,1,38,0,505,1,b,m,2,y,0573,m,fs,,0
1,37,19,f,1,1,38,0,505,1,b,m,3,b,i266ta-fn.jpg,f,fc,,0
