uid,trial,session,block,tid,chosen,rt,correct,target_color,target_sex,stim_i,im_color,im_id,im_sex,im_type,correctResponse,is_target
1,14,1,1,14,3,952,1,1,2,9,b,306,f,same_color,,0
1,15,1,1,15,9,126001,1,1,2,1,b,510,f,same_color,,0
1,15,1,1,15,9,126001,1,1,2,2,y,496,m,same_sex,,0
1,15,1,1,15,9,126001,1,1,2,3,b,i409wa-fg,f,same_color,,0
1,15,1,1,15,9,126001,1,1,2,4,y,335,m,same_sex,,0
1,15,1,1,15,9,126001,1,1,2,5,b,549,f,same_color,,0
1,15,1,1,15,9,126001,1,1,2,6,b,425,f,same_color,,0
1,15,1,1,15,9,126001,1,1,2,7,y,1186,m,same_sex,,0
1,15,1,1,15,9,126001,1,1,2,8,y,819,m,same_sex,,0
1,15,1,1,15,9,126001,1,1,2,9,b,1037,m,target,9,1
1,16,1,1,16,5,120425,1,1,2,1,b,1152,f,same_color,,0
1,16,1,1,16,5,120425,1,1,2,2,b,815,f,same_color,,0
1,16,1,1,16,5,120425,1,1,2,3,y,531,m,same_sex,,0
1,16,1,1,16,5,120425,1,1,2,4,b,i046qa-fn,f,same_color,,0
1,16,1,1,16,5,120425,1,1,2,5,b,693,m,target,5,1
1,16,1,1,16,5,120425,1,1,2,6,y,248,m,same_sex,,0
1,16,1,1,16,5,120425,1,1,2,7,y,i405xa-fn,m,same_sex,,0
1,16,1,1,16,5,120425,1,1,2,8,b,725,f,same_color,,0
1,16,1,1,16,5,120425,1,1,2,9,y,748,m,same_sex,,0
1,17,1,1,17,9,650,1,1,2,1,b,1059,f,same_color,,0
1,17,1,1,17,9,650,1,1,2,2,b,408,f,same_color,,0
1,17,1,1,17,9,650,1,1,2,3,y,865,m,same_sex,,0
1,17,1,1,17,9,650,1,1,2,4,y,i242ta-mn,m,same_sex,,0
1,17,1,1,17,9,650,1,1,2,5,b,238,f,same_color,,0
1,17,1,1,17,9,650,1,1,2,6,y,63,m,same_sex,,0
1,17,1,1,17,9,650,1,1,2,7,y,987,m,same_sex,,0
1,17,1,1,17,9,650,1,1,2,8,b,837,f,same_color,,0
1,17,1,1,17,9,650,1,1,2,9,b,323,m,target,9,1
1,18,1,1,18,1,812,1,1,2,1,b,i602za-mn,m,target,1,1
1,18,1,1,18,1,812,1,1,2,2,b,559,f,same_color,,0
1,18,1,1,18,1,812,1,1,2,3,y,i034qa-mg,m,same_sex,,0
1,18,1,1,18,1,812,1,1,2,4,y,999,m,same_sex,,0
1,18,1,1,18,1,812,1,1,2,5,y,929,m,same_sex,,0
1,18,1,1,18,1,812,1,1,2,6,b,638,f,same_color,,0
1,18,1,1,18,1,812,1,1,2,7,y,137,m,same_sex,,0
1,18,1,1,18,1,812,1,1,2,8,b,1102,f,same_color,,0
1,18,1,1,18,1,812,1,1,2,9,b,1146,f,same_color,,0
1,19,1,1,19,1,819,1,1,2,1,b,1125,m,target,1,1
1,19,1,1,19,1,819,1,1,2,2,y,678,m,same_sex,,0
1,19,1,1,19,1,819,1,1,2,3,b,840,f,same_color,,0
1,19,1,1,19,1,819,1,1,2,4,b,i446wa-fn,f,same_color,,0
1,19,1,1,19,1,819,1,1,2,5,y,345,m,same_sex,,0
1,19,1,1,19,1,819,1,1,2,6,b,41,f,same_color,,0
1,19,1,1,19,1,819,1,1,2,7,y,501,m,same_sex,,0
1,19,1,1,19,1,819,1,1,2,8,y,520,m,same_sex,,0
1,19,1,1,19,1,819,1,1,2,9,b,i444xa-fn,f,same_color,,0
1,20,1,1,20,3,980,1,1,2,1,b,541,f,same_color,,0
1,20,1,1,20,3,980,1,1,2,2,b,663,f,same_color,,0
1,20,1,1,20,3,980,1,1,2,3,b,1172,m,target,3,1
1,20,1,1,20,3,980,1,1,2,4,b,662,f,same_color,,0
1,20,1,1,20,3,980,1,1,2,5,b,262,f,same_color,,0
1,20,1,1,20,3,980,1,1,2,6,y,50,m,same_sex,,0
1,20,1,1,20,3,980,1,1,2,7,y,588,m,same_sex,,0
1,20,1,1,20,3,980,1,1,2,8,y,370,m,same_sex,,0
1,20,1,1,20,3,980,1,1,2,9,y,991,m,same_sex,,0
1,21,1,1,21,6,134737,1,1,2,1,b,1191,f,same_color,,0
1,21,1,1,21,6,134737,1,1,2,2,b,1101,f,same_color,,0
1,21,1,1,21,6,134737,1,1,2,3,y,258,m,same_sex,,0
1,21,1,1,21,6,134737,1,1,2,4,b,293,f,same_color,,0
1,21,1,1,21,6,134737,1,1,2,5,y,139,m,same_sex,,0
1,21,1,1,21,6,134737,1,1,2,6,b,486,m,target,6,1
1,21,1,1,21,6,134737,1,1,2,7,y,i044qa-mn,m,same_sex,,0
1,21,1,1,21,6,134737,1,1,2,8,y,1124,m,same_sex,,0
1,21,1,1,21,6,134737,1,1,2,9,b,419,f,same_color,,0
1,22,1,1,22,6,399335,0,1,2,1,b,i291ua-fg,f,same_color,,0
1,22,1,1,22,6,399335,0,1,2,2,y,462,m,same_sex,,0
1,22,1,1,22,6,399335,0,1,2,3,b,32,f,same_color,,0
1,22,1,1,22,6,399335,0,1,2,4,y,282,m,same_sex,,0
1,22,1,1,22,6,399335,0,1,2,5,y,988,m,same_sex,,0
1,22,1,1,22,6,399335,0,1,2,6,b,547,f,same_color,,0
1,22,1,1,22,6,399335,0,1,2,7,y,241,m,same_sex,,0
1,22,1,1,22,6,399335,0,1,2,8,b,i006ra-mn,m,target,8,1
1,22,1,1,22,6,399335,0,1,2,9,b,72,f,same_color,,0
1,23,1,1,23,4,873,0,1,2,1,b,969,f,same_color,,0
1,23,1,1,23,4,873,0,1,2,2,y,i025ra-mn,m,same_sex,,0
1,23,1,1,23,4,873,0,1,2,3,y,952,m,same_sex,,0
1,23,1,1,23,4,873,0,1,2,4,b,1103,f,same_color,,0
1,23,1,1,23,4,873,0,1,2,5,y,888,m,same_sex,,0
1,23,1,1,23,4,873,0,1,2,6,b,600,f,same_color,,0
1,23,1,1,23,4,873,0,1,2,7,b,1201,m,target,7,1
1,23,1,1,23,4,873,0,1,2,8,y,193,m,same_sex,,0
1,23,1,1,23,4,873,0,1,2,9,b,637,f,same_color,,0
1,24,1,1,24,2,184051,0,1,2,1,b,634,f,same_color,,0
1,24,1,1,24,2,184051,0,1,2,2,b,i428wa-fn,f,same_color,,0
1,24,1,1,24,2,184051,0,1,2,3,y,169,m,same_sex,,0
1,24,1,1,24,2,184051,0,1,2,4,b,10,m,target,4,1
1,24,1,1,24,2,184051,0,1,2,5,b,177,f,same_color,,0
1,24,1,1,24,2,184051,0,1,2,6,y,876,m,same_sex,,0
1,24,1,1,24,2,184051,0,1,2,7,y,272,m,same_sex,,0
1,24,1,1,24,2,184051,0,1,2,8,b,720,f,same_color,,0
1,24,1,1,24,2,184051,0,1,2,9,y,679,m,same_sex,,0
1,25,1,1,25,2,995,1,1,2,1,b,423,f,same_color,,0
1,25,1,1,25,2,995,1,1,2,2,b,503,m,target,2,1
1,25,1,1,25,2,995,1,1,2,3,y,857,m,same_sex,,0
1,25,1,1,25,2,995,1,1,2,4,b,974,f,same_color,,0
1,25,1,1,25,2,995,1,1,2,5,b,1117,f,same_color,,0
1,25,1,1,25,2,995,1,1,2,6,y,114,m,same_sex,,0
1,25,1,1,25,2,995,1,1,2,7,y,11,m,same_sex,,0
1,25,1,1,25,2,995,1,1,2,8,y,213,m,same_sex,,0
1,25,1,1,25,2,995,1,1,2,9,b,317,f,same_color,,0
1,26,1,1,26,8,723,1,1,2,1,b,1057,f,same_color,,0
1,26,1,1,26,8,723,1,1,2,2,y,608,m,same_sex,,0
1,26,1,1,26,8,723,1,1,2,3,y,828,m,same_sex,,0
1,26,1,1,26,8,723,1,1,2,4,b,456,f,same_color,,0
1,26,1,1,26,8,723,1,1,2,5,y,907,m,same_sex,,0
1,26,1,1,26,8,723,1,1,2,6,b,i026qa-fn,f,same_color,,0
1,26,1,1,26,8,723,1,1,2,7,b,1133,f,same_color,,0
1,26,1,1,26,8,723,1,1,2,8,b,304,m,target,8,1
1,26,1,1,26,8,723,1,1,2,9,y,320,m,same_sex,,0
1,27,1,1,27,2,112705,0,1,2,1,b,i425xa-mn,m,target,1,1
1,27,1,1,27,2,112705,0,1,2,2,b,858,f,same_color,,0
1,27,1,1,27,2,112705,0,1,2,3,y,545,m,same_sex,,0
1,27,1,1,27,2,112705,0,1,2,4,y,460,m,same_sex,,0
1,27,1,1,27,2,112705,0,1,2,5,b,1159,f,same_color,,0
1,27,1,1,27,2,112705,0,1,2,6,y,178,m,same_sex,,0
1,27,1,1,27,2,112705,0,1,2,7,b,831,f,same_color,,0
1,27,1,1,27,2,112705,0,1,2,8,b,1008,f,same_color,,0
1,27,1,1,27,2,112705,0,1,2,9,y,860,m,same_sex,,0
1,28,1,1,28,2,616,1,1,2,1,b,723,f,same_color,,0
1,28,1,1,28,2,616,1,1,2,2,b,233,m,target,2,1
1,28,1,1,28,2,616,1,1,2,3,b,1185,f,same_color,,0
1,28,1,1,28,2,616,1,1,2,4,y,692,m,same_sex,,0
1,28,1,1,28,2,616,1,1,2,5,b,i088qa-fn,f,same_color,,0
1,28,1,1,28,2,616,1,1,2,6,y,900,m,same_sex,,0
1,28,1,1,28,2,616,1,1,2,7,b,104,f,same_color,,0
1,28,1,1,28,2,616,1,1,2,8,y,1004,m,same_sex,,0
1,28,1,1,28,2,616,1,1,2,9,y,1053,m,same_sex,,0
1,29,1,1,29,4,108615,0,1,2,1,y,740,m,same_sex,,0
1,29,1,1,29,4,108615,0,1,2,2,y,558,m,same_sex,,0
1,29,1,1,29,4,108615,0,1,2,3,b,107,f,same_color,,0
1,29,1,1,29,4,108615,0,1,2,4,b,418,f,same_color,,0
1,29,1,1,29,4,108615,0,1,2,5,b,280,f,same_color,,0
1,29,1,1,29,4,108615,0,1,2,6,y,474,m,same_sex,,0
1,29,1,1,29,4,108615,0,1,2,7,y,853,m,same_sex,,0
1,29,1,1,29,4,108615,0,1,2,8,b,40,f,same_color,,0
1,29,1,1,29,4,108615,0,1,2,9,b,i256ua-mn,m,target,9,1
1,30,1,1,30,9,386176,0,1,2,1,y,132,m,same_sex,,0
1,30,1,1,30,9,386176,0,1,2,2,y,i052qa-mn,m,same_sex,,0
1,30,1,1,30,9,386176,0,1,2,3,b,31,f,same_color,,0
1,30,1,1,30,9,386176,0,1,2,4,b,i607ya-fn,f,same_color,,0
1,30,1,1,30,9,386176,0,1,2,5,y,983,m,same_sex,,0
1,30,1,1,30,9,386176,0,1,2,6,b,235,f,same_color,,0
1,30,1,1,30,9,386176,0,1,2,7,b,468,m,target,7,1
1,30,1,1,30,9,386176,0,1,2,8,y,784,m,same_sex,,0
1,30,1,1,30,9,386176,0,1,2,9,b,694,f,same_color,,0
1,31,1,1,31,5,58744,0,1,2,1,b,699,f,same_color,,0
1,31,1,1,31,5,58744,0,1,2,2,y,796,m,same_sex,,0
1,31,1,1,31,5,58744,0,1,2,3,b,1126,f,same_color,,0
1,31,1,1,31,5,58744,0,1,2,4,y,896,m,same_sex,,0
1,31,1,1,31,5,58744,0,1,2,5,y,710,m,same_sex,,0
1,31,1,1,31,5,58744,0,1,2,6,b,96,m,target,6,1
1,31,1,1,31,5,58744,0,1,2,7,y,770,m,same_sex,,0
1,31,1,1,31,5,58744,0,1,2,8,b,1196,f,same_color,,0
1,31,1,1,31,5,58744,0,1,2,9,b,779,f,same_color,,0
1,32,1,1,32,6,795,1,1,2,1,b,i624ya-fn,f,same_color,,0
1,32,1,1,32,6,795,1,1,2,2,b,i604za-fn,f,same_color,,0
1,32,1,1,32,6,795,1,1,2,3,y,942,m,same_sex,,0
1,32,1,1,32,6,795,1,1,2,4,b,405,f,same_color,,0
1,32,1,1,32,6,795,1,1,2,5,y,1091,m,same_sex,,0
1,32,1,1,32,6,795,1,1,2,6,b,596,m,target,6,1
1,32,1,1,32,6,795,1,1,2,7,y,i038qa-mn,m,same_sex,,0
1,32,1,1,32,6,795,1,1,2,8,b,111,f,same_color,,0
1,32,1,1,32,6,795,1,1,2,9,y,180,m,same_sex,,0
1,33,1,1,33,4,232822,0,1,2,1,b,351,f,same_color,,0
1,33,1,1,33,4,232822,0,1,2,2,b,i410wa-fn,f,same_color,,0
1,33,1,1,33,4,232822,0,1,2,3,b,658,m,target,3,1
1,33,1,1,33,4,232822,0,1,2,4,b,1165,f,same_color,,0
1,33,1,1,33,4,232822,0,1,2,5,y,159,m,same_sex,,0
1,33,1,1,33,4,232822,0,1,2,6,b,374,f,same_color,,0
1,33,1,1,33,4,232822,0,1,2,7,y,i219ta-mn,m,same_sex,,0
1,33,1,1,33,4,232822,0,1,2,8,y,475,m,same_sex,,0
1,33,1,1,33,4,232822,0,1,2,9,y,577,m,same_sex,,0
1,34,1,1,34,3,788,1,1,2,1,b,1048,f,same_color,,0
1,34,1,1,34,3,788,1,1,2,2,b,492,f,same_color,,0
1,34,1,1,34,3,788,1,1,2,3,b,912,m,target,3,1
1,34,1,1,34,3,788,1,1,2,4,y,360,m,same_sex,,0
1,34,1,1,34,3,788,1,1,2,5,b,1078,f,same_color,,0
1,34,1,1,34,3,788,1,1,2,6,y,1069,m,same_sex,,0
1,34,1,1,34,3,788,1,1,2,7,y,838,m,same_sex,,0
1,34,1,1,34,3,788,1,1,2,8,y,1010,m,same_sex,,0
1,34,1,1,34,3,788,1,1,2,9,b,495,f,same_color,,0
1,35,1,1,35,8,121827,0,1,2,1,b,832,m,target,1,1
1,35,1,1,35,8,121827,0,1,2,2,y,9,m,same_sex,,0
1,35,1,1,35,8,121827,0,1,2,3,b,530,f,same_color,,0
1,35,1,1,35,8,121827,0,1,2,4,y,i011qa-mn,m,same_sex,,0
1,35,1,1,35,8,121827,0,1,2,5,y,810,m,same_sex,,0
1,35,1,1,35,8,121827,0,1,2,6,y,338,m,same_sex,,0
1,35,1,1,35,8,121827,0,1,2,7,b,500,f,same_color,,0
1,35,1,1,35,8,121827,0,1,2,8,b,804,f,same_color,,0
1,35,1,1,35,8,121827,0,1,2,9,b,292,f,same_color,,0
1,36,1,1,36,4,862,1,1,2,1,b,420,f,same_color,,0
1,36,1,1,36,4,862,1,1,2,2,b,i018ra-fn,f,same_color,,0
1,36,1,1,36,4,862,1,1,2,3,y,550,m,same_sex,,0
1,36,1,1,36,4,862,1,1,2,4,b,490,m,target,4,1
1,36,1,1,36,4,862,1,1,2,5,b,459,f,same_color,,0
1,36,1,1,36,4,862,1,1,2,6,y,764,m,same_sex,,0
1,36,1,1,36,4,862,1,1,2,7,y,i084qa-mn,m,same_sex,,0
1,36,1,1,36,4,862,1,1,2,8,b,1194,f,same_color,,0
1,36,1,1,36,4,862,1,1,2,9,y,855,m,same_sex,,0
1,37,1,1,37,9,312863,0,1,2,1,b,i061ra-fn,f,same_color,,0
1,37,1,1,37,9,312863,0,1,2,2,b,244,f,same_color,,0
1,37,1,1,37,9,312863,0,1,2,3,y,618,m,same_sex,,0
1,37,1,1,37,9,312863,0,1,2,4,y,161,m,same_sex,,0
1,37,1,1,37,9,312863,0,1,2,5,y,144,m,same_sex,,0
1,37,1,1,37,9,312863,0,1,2,6,b,i304ua-fg,f,same_color,,0
1,37,1,1,37,9,312863,0,1,2,7,b,1000,m,target,7,1
1,37,1,1,37,9,312863,0,1,2,8,y,363,m,same_sex,,0
1,37,1,1,37,9,312863,0,1,2,9,b,1052,f,same_color,,0
1,38,1,1,38,2,756,1,1,2,1,b,996,f,same_color,,0
1,38,1,1,38,2,756,1,1,2,2,b,i270ta-mn,m,target,2,1
1,38,1,1,38,2,756,1,1,2,3,b,1019,f,same_color,,0
1,38,1,1,38,2,756,1,1,2,4,y,122,m,same_sex,,0
1,38,1,1,38,2,756,1,1,2,5,y,i228ua-mg,m,same_sex,,0
1,38,1,1,38,2,756,1,1,2,6,b,265,f,same_color,,0
1,38,1,1,38,2,756,1,1,2,7,b,i431xa-fn,f,same_color,,0
1,38,1,1,38,2,756,1,1,2,8,y,1163,m,same_sex,,0
1,38,1,1,38,2,756,1,1,2,9,y,680,m,same_sex,,0
1,39,1,1,39,3,956,0,1,2,1,y,649,m,same_sex,,0
1,39,1,1,39,3,956,0,1,2,2,y,1068,m,same_sex,,0
1,39,1,1,39,3,956,0,1,2,3,b,313,f,same_color,,0
1,39,1,1,39,3,956,0,1,2,4,b,1072,f,same_color,,0
1,39,1,1,39,3,956,0,1,2,5,b,751,m,target,5,1
1,39,1,1,39,3,956,0,1,2,6,b,i600za-fn,f,same_color,,0
1,39,1,1,39,3,956,0,1,2,7,b,i301ta-fg,f,same_color,,0
1,39,1,1,39,3,956,0,1,2,8,y,862,m,same_sex,,0
1,39,1,1,39,3,956,0,1,2,9,y,240,m,same_sex,,0
1,40,1,1,40,8,813,1,1,2,1,b,371,f,same_color,,0
1,40,1,1,40,8,813,1,1,2,2,y,1041,m,same_sex,,0
1,40,1,1,40,8,813,1,1,2,3,b,311,f,same_color,,0
1,40,1,1,40,8,813,1,1,2,4,y,368,m,same_sex,,0
1,40,1,1,40,8,813,1,1,2,5,y,1205,m,same_sex,,0
1,40,1,1,40,8,813,1,1,2,6,y,109,m,same_sex,,0
1,40,1,1,40,8,813,1,1,2,7,b,i413xa-fn,f,same_color,,0
1,40,1,1,40,8,813,1,1,2,8,b,179,m,target,8,1
1,40,1,1,40,8,813,1,1,2,9,b,412,f,same_color,,0
1,41,1,1,41,3,154376,0,1,2,1,b,i285ta-fn,f,same_color,,0
1,41,1,1,41,3,154376,0,1,2,2,y,522,m,same_sex,,0
1,41,1,1,41,3,154376,0,1,2,3,b,45,f,same_color,,0
1,41,1,1,41,3,154376,0,1,2,4,b,399,f,same_color,,0
1,41,1,1,41,3,154376,0,1,2,5,b,i078qa-fg,f,same_color,,0
1,41,1,1,41,3,154376,0,1,2,6,y,39,m,same_sex,,0
1,41,1,1,41,3,154376,0,1,2,7,b,78,m,target,7,1
1,41,1,1,41,3,154376,0,1,2,8,y,252,m,same_sex,,0
1,41,1,1,41,3,154376,0,1,2,9,y,361,m,same_sex,,0
1,42,1,1,42,1,287484,0,1,2,1,b,i210ua-fn,f,same_color,,0
1,42,1,1,42,1,287484,0,1,2,2,b,314,f,same_color,,0
1,42,1,1,42,1,287484,0,1,2,3,y,930,m,same_sex,,0
1,42,1,1,42,1,287484,0,1,2,4,y,189,m,same_sex,,0
1,42,1,1,42,1,287484,0,1,2,5,y,257,m,same_sex,,0
1,42,1,1,42,1,287484,0,1,2,6,b,i033ra-fn,f,same_color,,0
1,42,1,1,42,1,287484,0,1,2,7,y,476,m,same_sex,,0
