SubjID,BlockNr,Sequence,Trial,Stability,MeanSize,MeanSizeDeg,SetSize,BuildOrTest,TargetOri,Response,ACC,RT,training
1,2,13,5,2,111,3,10,1,45,45,1,3393.36,0
1,2,13,6,2,74,2,40,1,-45,-45,1,6106.44,0
1,2,13,7,2,55.5,1.5,20,1,45,45,1,1524.38,0
1,2,13,8,2,92.5,2.5,30,1,45,45,1,1503.4,0
1,2,14,1,2,92.5,2.5,30,0,-45,-45,1,2678.1,0
1,2,14,2,2,92.5,2.5,30,0,45,45,1,5604.85,0
1,2,14,3,2,74,2,40,1,-45,-45,1,5315.06,0
1,2,14,4,2,111,3,10,1,45,45,1,3570.32,0
1,2,14,5,2,92.5,2.5,30,1,45,45,1,2437.6,0
1,2,14,6,2,55.5,1.5,20,1,45,45,1,1282.08,0
1,2,15,1,1,74,2,30,0,45,45,1,4989.84,0
1,2,15,2,1,74,2,30,0,-45,-45,1,10573.44,0
1,2,15,3,1,74,2,20,1,45,45,1,4763.58,0
1,2,15,4,1,74,2,40,1,45,45,1,11178.28,0
1,2,15,5,1,74,2,10,1,45,45,1,3737.74,0
1,2,15,6,1,74,2,30,1,-45,-45,1,6030.52,0
1,2,16,1,1,55.5,1.5,20,0,45,45,1,1578.79,0
1,2,16,2,1,55.5,1.5,20,0,-45,-45,1,3215.9,0
1,2,16,3,1,55.5,1.5,20,0,-45,-45,1,1904.29,0
1,2,16,4,1,55.5,1.5,30,1,-45,-45,1,1370.48,0
1,2,16,5,1,55.5,1.5,20,1,-45,-45,1,1289.88,0
1,2,16,6,1,55.5,1.5,40,1,-45,-45,1,1300.2,0
1,2,16,7,1,55.5,1.5,10,1,45,45,1,2045.98,0
1,3,17,1,1,74,2,40,0,-45,-45,1,8057.94,0
1,3,17,2,1,74,2,40,0,-45,-45,1,2794.19,0
1,3,17,3,1,74,2,40,0,-45,-45,1,3222.08,0
1,3,17,4,1,74,2,30,1,-45,-45,1,3975.14,0
1,3,17,5,1,74,2,10,1,45,45,1,1683.39,0
1,3,17,6,1,74,2,20,1,45,45,1,1861.08,0
1,3,17,7,1,74,2,40,1,45,45,1,1663.23,0
1,3,18,1,2,111,3,30,0,45,45,1,2423.77,0
1,3,18,2,2,111,3,30,0,45,45,1,5935.98,0
1,3,18,3,2,111,3,30,0,-45,-45,1,10317.43,0
1,3,18,4,2,111,3,30,0,45,45,1,13751.41,0
1,3,18,5,2,92.5,2.5,20,1,-45,-45,1,1679.76,0
1,3,18,6,2,55.5,1.5,30,1,45,45,1,3363.47,0
1,3,18,7,2,74,2,10,1,-45,-45,1,1834.94,0
1,3,18,8,2,111,3,40,1,-45,-45,1,8063.48,0
1,3,19,1,1,92.5,2.5,40,0,45,45,1,7295.79,0
1,3,19,2,1,92.5,2.5,40,0,45,45,1,7588.1,0
1,3,19,3,1,92.5,2.5,10,1,45,45,1,4573.38,0
1,3,19,4,1,92.5,2.5,30,1,-45,-45,1,3656.92,0
1,3,19,5,1,92.5,2.5,20,1,-45,-45,1,13960.58,0
1,3,19,6,1,92.5,2.5,40,1,-45,-45,1,5568.99,0
1,3,20,1,2,55.5,1.5,20,0,45,45,1,5777.06,0
1,3,20,2,2,55.5,1.5,20,0,-45,-45,1,6437.11,0
1,3,20,3,2,55.5,1.5,20,0,-45,-45,1,2307.17,0
1,3,20,4,2,55.5,1.5,20,0,-45,-45,1,7164.88,0
1,3,20,5,2,92.5,2.5,30,1,-45,-45,1,1741.39,0
1,3,20,6,2,74,2,20,1,45,45,1,6943.59,0
1,3,20,7,2,55.5,1.5,40,1,-45,-45,1,3303.11,0
1,3,20,8,2,111,3,10,1,-45,-45,1,3285.91,0
1,3,21,1,2,92.5,2.5,20,0,45,45,1,4710.46,0
1,3,21,2,2,92.5,2.5,20,0,45,45,1,9072.76,0
1,3,21,3,2,111,3,20,1,45,45,1,9070.05,0
1,3,21,4,2,92.5,2.5,40,1,45,45,1,7977.01,0
1,3,21,5,2,55.5,1.5,10,1,45,45,1,3279.97,0
1,3,21,6,2,74,2,30,1,45,45,1,1701.74,0
1,3,22,1,1,111,3,20,0,45,45,1,7995.89,0
1,3,22,2,1,111,3,20,0,45,45,1,7630.28,0
1,3,22,3,1,111,3,40,1,45,45,1,4506.53,0
1,3,22,4,1,111,3,10,1,45,45,1,3999.06,0
1,3,22,5,1,111,3,20,1,45,45,1,7664.7,0
1,3,22,6,1,111,3,30,1,45,-45,0,17252.67,0
1,3,23,1,1,55.5,1.5,40,0,45,45,1,2392.13,0
1,3,23,2,1,55.5,1.5,40,0,-45,-45,1,2726.69,0
1,3,23,3,1,55.5,1.5,10,1,-45,-45,1,2165.44,0
1,3,23,4,1,55.5,1.5,40,1,45,45,1,1424.87,0
1,3,23,5,1,55.5,1.5,20,1,45,45,1,4782.14,0
1,3,23,6,1,55.5,1.5,30,1,45,45,1,2769.3,0
1,3,24,1,2,111,3,10,0,-45,-45,1,3422.14,0
1,3,24,2,2,111,3,10,0,45,45,1,3044.76,0
1,3,24,3,2,111,3,10,0,-45,-45,1,2167.02,0
1,3,24,4,2,55.5,1.5,10,1,-45,-45,1,1331.15,0
1,3,24,5,2,92.5,2.5,40,1,-45,-45,1,7089.8,0
1,3,24,6,2,111,3,30,1,45,45,1,5677.93,0
1,3,24,7,2,74,2,20,1,45,45,1,2626.8,0
1,4,25,1,2,55.5,1.5,30,0,45,45,1,3090.02,0
1,4,25,2,2,55.5,1.5,30,0,-45,-45,1,1922.2,0
1,4,25,3,2,74,2,40,1,45,45,1,2239.68,0
1,4,25,4,2,111,3,30,1,45,45,1,3332.47,0
1,4,25,5,2,55.5,1.5,10,1,-45,-45,1,1455.29,0
1,4,25,6,2,92.5,2.5,20,1,45,45,1,5489.27,0
1,4,26,1,2,111,3,40,0,-45,-45,1,8122.61,0
1,4,26,2,2,111,3,40,0,-45,-45,1,2603,0
1,4,26,3,2,111,3,40,0,45,45,1,1685.58,0
1,4,26,4,2,74,2,30,1,-45,-45,1,5518.07,0
1,4,26,5,2,92.5,2.5,40,1,45,45,1,7991.56,0
1,4,26,6,2,111,3,10,1,45,45,1,2952.55,0
1,4,26,7,2,55.5,1.5,20,1,45,45,1,1809.3,0
1,4,27,1,1,55.5,1.5,30,0,45,45,1,1389.09,0
1,4,27,2,1,55.5,1.5,30,0,45,45,1,1709.07,0
1,4,27,3,1,55.5,1.5,30,0,-45,-45,1,1206.08,0
1,4,27,4,1,55.5,1.5,30,0,45,45,1,2124.54,0
1,4,27,5,1,55.5,1.5,20,1,-45,-45,1,1758.48,0
1,4,27,6,1,55.5,1.5,30,1,-45,-45,1,1235.93,0
1,4,27,7,1,55.5,1.5,40,1,45,45,1,1477.99,0
1,4,27,8,1,55.5,1.5,10,1,-45,-45,1,1167.63,0
1,4,28,1,2,74,2,20,0,45,45,1,10333.75,0
1,4,28,2,2,74,2,20,0,45,45,1,2914.12,0
1,4,28,3,2,92.5,2.5,30,1,45,45,1,1832.18,0
1,4,28,4,2,55.5,1.5,40,1,-45,-45,1,9616.88,0
1,4,28,5,2,111,3,20,1,-45,-45,1,2658.93,0
1,4,28,6,2,74,2,10,1,45,45,1,2695.33,0
1,4,29,1,2,74,2,10,0,45,45,1,1693.28,0
1,4,29,2,2,74,2,10,0,45,45,1,1949.27,0
1,4,29,3,2,55.5,1.5,10,1,45,45,1,2065.1,0
1,4,29,4,2,111,3,30,1,-45,-45,1,5700.7,0
1,4,29,5,2,74,2,40,1,45,45,1,8829.17,0
1,4,29,6,2,92.5,2.5,20,1,45,45,1,5300.89,0
1,4,30,1,1,74,2,10,0,45,45,1,2174.93,0
1,4,30,2,1,74,2,10,0,-45,-45,1,1836.89,0
1,4,30,3,1,74,2,10,0,-45,-45,1,1693.14,0
1,4,30,4,1,74,2,40,1,-45,-45,1,3001.56,0
1,4,30,5,1,74,2,10,1,-45,-45,1,2941.59,0
1,4,30,6,1,74,2,20,1,-45,-45,1,1248.99,0
1,4,30,7,1,74,2,30,1,45,45,1,3437.75,0
1,4,31,1,1,74,2,20,0,45,45,1,3904.07,0
1,4,31,2,1,74,2,20,0,-45,-45,1,2676.95,0
1,4,31,3,1,74,2,20,0,-45,-45,1,2765.64,0
1,4,31,4,1,74,2,20,0,45,45,1,2157.44,0
1,4,31,5,1,74,2,10,1,-45,-45,1,2121.77,0
1,4,31,6,1,74,2,40,1,-45,-45,1,2500.14,0
1,4,31,7,1,74,2,20,1,-45,-45,1,3162.16,0
1,4,31,8,1,74,2,30,1,-45,-45,1,3164.94,0
1,4,32,1,2,92.5,2.5,30,0,-45,-45,1,2378.01,0
1,4,32,2,2,92.5,2.5,30,0,-45,-45,1,5056.08,0
1,4,32,3,2,92.5,2.5,30,0,45,45,1,5113.87,0
1,4,32,4,2,92.5,2.5,30,0,45,45,1,4071.92,0
1,4,32,5,2,74,2,10,1,45,45,1,2093.26,0
1,4,32,6,2,111,3,20,1,45,45,1,3310.43,0
1,4,32,7,2,55.5,1.5,40,1,-45,-45,1,1041.95,0
1,4,32,8,2,92.5,2.5,30,1,-45,-45,1,2966.68,0
1,5,33,1,2,55.5,1.5,30,0,-45,-45,1,1437.95,0
1,5,33,2,2,55.5,1.5,30,0,-45,-45,1,3704.29,0
1,5,33,3,2,74,2,10,1,-45,-45,1,2363.27,0
1,5,33,4,2,111,3,20,1,-45,-45,1,4611.68,0
1,5,33,5,2,92.5,2.5,40,1,-45,-45,1,8602.51,0
1,5,33,6,2,55.5,1.5,30,1,45,45,1,1192.48,0
1,5,34,1,1,92.5,2.5,10,0,45,45,1,2206.09,0
1,5,34,2,1,92.5,2.5,10,0,-45,-45,1,2199.09,0
1,5,34,3,1,92.5,2.5,10,0,45,45,1,2021.84,0
1,5,34,4,1,92.5,2.5,30,1,-45,-45,1,8717.1,0
1,5,34,5,1,92.5,2.5,10,1,45,45,1,2836.5,0
1,5,34,6,1,92.5,2.5,40,1,45,45,1,7233.28,0
1,5,34,7,1,92.5,2.5,20,1,45,45,1,2613.29,0
1,5,35,1,1,111,3,30,0,-45,-45,1,5437.24,0
1,5,35,2,1,111,3,30,0,-45,-45,1,2127.79,0
1,5,35,3,1,111,3,40,1,45,45,1,6061.44,0
1,5,35,4,1,111,3,10,1,-45,-45,1,2768.89,0
1,5,35,5,1,111,3,20,1,45,45,1,3337.12,0
1,5,35,6,1,111,3,30,1,-45,-45,1,4249.23,0
1,5,36,1,1,55.5,1.5,30,0,-45,-45,1,3932.64,0
1,5,36,2,1,55.5,1.5,30,0,-45,-45,1,2030.43,0
1,5,36,3,1,55.5,1.5,30,0,45,45,1,1185.77,0
1,5,36,4,1,55.5,1.5,30,0,-45,-45,1,1250.23,0
1,5,36,5,1,55.5,1.5,10,1,-45,-45,1,1271,0
1,5,36,6,1,55.5,1.5,30,1,45,45,1,1276.87,0
1,5,36,7,1,55.5,1.5,20,1,45,45,1,977.18,0
1,5,36,8,1,55.5,1.5,40,1,45,45,1,1166.75,0
1,5,37,1,2,111,3,20,0,-45,-45,1,2719.15,0
1,5,37,2,2,111,3,20,0,45,45,1,5079.79,0
1,5,37,3,2,55.5,1.5,40,1,-45,-45,1,8813.45,0
1,5,37,4,2,74,2,20,1,-45,-45,1,2037.73,0
1,5,37,5,2,92.5,2.5,10,1,45,45,1,3226.32,0
1,5,37,6,2,111,3,30,1,45,45,1,1983.76,0
1,5,38,1,1,74,2,10,0,45,45,1,1239.98,0
1,5,38,2,1,74,2,10,0,-45,-45,1,1500.85,0
1,5,38,3,1,74,2,10,0,-45,-45,1,3191.11,0
1,5,38,4,1,74,2,20,1,45,45,1,1382.39,0
1,5,38,5,1,74,2,10,1,-45,-45,1,1535.33,0
1,5,38,6,1,74,2,40,1,45,45,1,2364.88,0
1,5,38,7,1,74,2,30,1,-45,-45,1,1320.36,0
1,5,39,1,2,111,3,40,0,-45,-45,1,4390.59,0
1,5,39,2,2,111,3,40,0,45,45,1,3831.05,0
1,5,39,3,2,111,3,40,0,45,45,1,2834.3,0
1,5,39,4,2,111,3,40,0,45,45,1,6105.05,0
1,5,39,5,2,92.5,2.5,30,1,-45,-45,1,2277.54,0
1,5,39,6,2,111,3,40,1,45,45,1,2019.87,0
1,5,39,7,2,74,2,10,1,45,45,1,3934.06,0
1,5,39,8,2,55.5,1.5,20,1,-45,-45,1,1459.17,0
1,5,40,1,2,74,2,40,0,45,45,1,1618.12,0
1,5,40,2,2,74,2,40,0,45,45,1,4588.39,0
1,5,40,3,2,74,2,40,0,45,45,1,1775.63,0
1,5,40,4,2,92.5,2.5,30,1,45,45,1,5306.39,0
1,5,40,5,2,55.5,1.5,20,1,-45,-45,1,2150.75,0
1,5,40,6,2,111,3,40,1,45,45,1,4687.96,0
1,5,40,7,2,74,2,10,1,-45,-45,1,2411.52,0
1,6,41,1,2,111,3,10,0,45,45,1,1292.32,0
1,6,41,2,2,111,3,10,0,-45,-45,1,1332,0
1,6,41,3,2,74,2,40,1,45,45,1,2893.3,0
1,6,41,4,2,111,3,20,1,-45,-45,1,1241.68,0
1,6,41,5,2,55.5,1.5,30,1,-45,-45,1,1907.75,0
1,6,41,6,2,92.5,2.5,10,1,-45,-45,1,1209.19,0
1,6,42,1,1,55.5,1.5,40,0,-45,-45,1,2869.08,0
1,6,42,2,1,55.5,1.5,40,0,45,45,1,1991.97,0
1,6,42,3,1,55.5,1.5,40,0,-45,-45,1,2969.5,0
1,6,42,4,1,55.5,1.5,40,0,-45,-45,1,1937.53,0
1,6,42,5,1,55.5,1.5,20,1,-45,-45,1,1646.11,0
1,6,42,6,1,55.5,1.5,30,1,45,45,1,2196.68,0
1,6,42,7,1,55.5,1.5,40,1,-45,-45,1,1218.27,0
1,6,42,8,1,55.5,1.5,10,1,45,45,1,1179.77,0
1,6,43,1,1,92.5,2.5,10,0,45,45,1,2392.98,0
1,6,43,2,1,92.5,2.5,10,0,-45,-45,1,2153.06,0
1,6,43,3,1,92.5,2.5,10,0,45,45,1,931.18,0
1,6,43,4,1,92.5,2.5,30,1,-45,-45,1,3886.71,0
1,6,43,5,1,92.5,2.5,20,1,-45,-45,1,5718.4,0
1,6,43,6,1,92.5,2.5,10,1,45,45,1,2617.29,0
1,6,43,7,1,92.5,2.5,40,1,45,45,1,6716.38,0
1,6,44,1,2,55.5,1.5,40,0,45,45,1,1536.6,0
1,6,44,2,2,55.5,1.5,40,0,-45,-45,1,1802.37,0
1,6,44,3,2,111,3,30,1,45,45,1,1894.86,0
1,6,44,4,2,55.5,1.5,10,1,-45,-45,1,1569,0
1,6,44,5,2,74,2,40,1,45,45,1,1383.65,0
1,6,44,6,2,92.5,2.5,20,1,-45,-45,1,6763.1,0
1,6,45,1,1,111,3,40,0,45,45,1,3902.5,0
1,6,45,2,1,111,3,40,0,-45,-45,1,2362.21,0
1,6,45,3,1,111,3,10,1,45,45,1,1234.7,0
1,6,45,4,1,111,3,40,1,45,45,1,4873.36,0
1,6,45,5,1,111,3,20,1,45,45,1,3195.97,0
1,6,45,6,1,111,3,30,1,-45,-45,1,3539.74,0
1,6,46,1,1,111,3,30,0,45,45,1,1397.48,0
1,6,46,2,1,111,3,30,0,45,45,1,3360.2,0
1,6,46,3,1,111,3,10,1,45,45,1,1131.49,0
1,6,46,4,1,111,3,30,1,45,45,1,2045.69,0
1,6,46,5,1,111,3,20,1,-45,-45,1,1815.92,0
1,6,46,6,1,111,3,40,1,45,45,1,11476.2,0
1,6,47,1,2,92.5,2.5,20,0,-45,-45,1,3540.11,0
1,6,47,2,2,92.5,2.5,20,0,-45,-45,1,3626.4,0
1,6,47,3,2,92.5,2.5,20,0,45,45,1,2479.39,0
1,6,47,4,2,92.5,2.5,20,0,-45,-45,1,2172.65,0
1,6,47,5,2,111,3,20,1,-45,-45,1,4331.42,0
1,6,47,6,2,74,2,30,1,45,45,1,3075.86,0
1,6,47,7,2,55.5,1.5,40,1,-45,-45,1,2678.24,0
1,6,47,8,2,92.5,2.5,10,1,45,45,1,1150.61,0
1,6,48,1,1,55.5,1.5,10,0,45,45,1,1092.46,0
1,6,48,2,1,55.5,1.5,10,0,-45,-45,1,1440.42,0
1,6,48,3,1,55.5,1.5,40,1,45,45,1,981.16,0
1,6,48,4,1,55.5,1.5,20,1,45,45,1,1003.16,0
1,6,48,5,1,55.5,1.5,30,1,45,45,1,1053.44,0
1,6,48,6,1,55.5,1.5,10,1,45,45,1,2224.76,0
1,7,49,1,1,74,2,30,0,-45,-45,1,1592.41,0
1,7,49,2,1,74,2,30,0,45,45,1,3840.76,0
1,7,49,3,1,74,2,40,1,45,45,1,4491.82,0
1,7,49,4,1,74,2,10,1,45,45,1,1151.16,0
1,7,49,5,1,74,2,20,1,-45,-45,1,891.05,0
1,7,49,6,1,74,2,30,1,-45,-45,1,2221.13,0
1,7,50,1,1,92.5,2.5,30,0,-45,-45,1,1355.16,0
1,7,50,2,1,92.5,2.5,30,0,-45,-45,1,4143.59,0
1,7,50,3,1,92.5,2.5,30,0,-45,-45,1,3988.63,0
1,7,50,4,1,92.5,2.5,30,0,-45,45,0,3456.16,0
1,7,50,5,1,92.5,2.5,30,1,45,45,1,1187.55,0
1,7,50,6,1,92.5,2.5,40,1,45,45,1,4609.65,0
1,7,50,7,1,92.5,2.5,20,1,-45,-45,1,1201.81,0
1,7,50,8,1,92.5,2.5,10,1,-45,-45,1,1943.88,0
1,7,51,1,2,55.5,1.5,10,0,-45,-45,1,2460.26,0
1,7,51,2,2,55.5,1.5,10,0,45,45,1,1197.8,0
1,7,51,3,2,74,2,20,1,-45,-45,1,1267.72,0
1,7,51,4,2,55.5,1.5,10,1,-45,-45,1,1196.63,0
1,7,51,5,2,111,3,30,1,-45,45,0,2234.62,0
1,7,51,6,2,92.5,2.5,40,1,45,45,1,1392.78,0
1,7,52,1,2,74,2,10,0,-45,-45,1,4643.9,0
1,7,52,2,2,74,2,10,0,45,45,1,1057.65,0
1,7,52,3,2,55.5,1.5,30,1,45,45,1,1220.21,0
1,7,52,4,2,74,2,20,1,45,45,1,1450.14,0
1,7,52,5,2,111,3,40,1,45,45,1,2225.05,0
1,7,52,6,2,92.5,2.5,10,1,45,45,1,2354.52,0
1,7,53,1,2,92.5,2.5,10,0,-45,-45,1,1502.56,0
1,7,53,2,2,92.5,2.5,10,0,-45,45,0,1736,0
1,7,53,3,2,92.5,2.5,10,0,45,45,1,2022.63,0
1,7,53,4,2,74,2,10,1,45,45,1,4895.82,0
1,7,53,5,2,111,3,20,1,-45,-45,1,1499.63,0
1,7,53,6,2,92.5,2.5,40,1,-45,45,0,4713.26,0
1,7,53,7,2,55.5,1.5,30,1,45,45,1,1563.11,0
1,7,54,1,2,92.5,2.5,10,0,-45,45,0,2251.32,0
1,7,54,2,2,92.5,2.5,10,0,-45,45,0,1351.32,0
1,7,54,3,2,92.5,2.5,10,0,-45,45,0,2369.41,0
1,7,54,4,2,92.5,2.5,10,0,45,45,1,1912.49,0
1,7,54,5,2,55.5,1.5,10,1,45,45,1,1793.99,0
1,7,54,6,2,92.5,2.5,30,1,45,45,1,4088.48,0
1,7,54,7,2,111,3,20,1,45,45,1,2051.6,0
1,7,54,8,2,74,2,40,1,-45,45,0,2852.68,0
1,7,55,1,1,92.5,2.5,30,0,-45,45,0,4269.37,0
1,7,55,2,1,92.5,2.5,30,0,-45,45,0,11671.42,0
1,7,55,3,1,92.5,2.5,30,0,-45,45,0,2077.24,0
1,7,55,4,1,92.5,2.5,10,1,-45,45,0,2706.96,0
1,7,55,5,1,92.5,2.5,40,1,-45,45,0,10185.19,0
1,7,55,6,1,92.5,2.5,20,1,45,45,1,3385.8,0
1,7,55,7,1,92.5,2.5,30,1,-45,45,0,5648.39,0
1,7,56,1,2,74,2,30,0,-45,45,0,4276.72,0
1,7,56,2,2,74,2,30,0,-45,45,0,4998.56,0
1,7,56,3,2,55.5,1.5,40,1,-45,45,0,1038.73,0
1,7,56,4,2,111,3,30,1,45,45,1,5257.59,0
1,7,56,5,2,74,2,20,1,-45,45,0,2257.95,0
1,7,56,6,2,92.5,2.5,10,1,-45,45,0,2382,0
1,8,57,1,2,55.5,1.5,20,0,-45,45,0,3379.96,0
1,8,57,2,2,55.5,1.5,20,0,45,45,1,3890.38,0
1,8,57,3,2,55.5,1.5,20,0,-45,-45,1,2413.41,0
1,8,57,4,2,55.5,1.5,20,0,45,45,1,1288.87,0
1,8,57,5,2,111,3,40,1,45,45,1,6007.23,0
1,8,57,6,2,55.5,1.5,30,1,45,45,1,1643.08,0
1,8,57,7,2,74,2,20,1,-45,-45,1,1745.37,0
1,8,57,8,2,92.5,2.5,10,1,-45,-45,1,2046.7,0
1,8,58,1,1,92.5,2.5,40,0,45,45,1,4100.32,0
1,8,58,2,1,92.5,2.5,40,0,-45,-45,1,4544.17,0
1,8,58,3,1,92.5,2.5,40,0,45,45,1,2407.37,0
1,8,58,4,1,92.5,2.5,10,1,-45,-45,1,1836.89,0
1,8,58,5,1,92.5,2.5,20,1,45,45,1,3074.53,0
1,8,58,6,1,92.5,2.5,30,1,45,45,1,2329.6,0
1,8,58,7,1,92.5,2.5,40,1,-45,-45,1,1759.83,0
1,8,59,1,2,92.5,2.5,40,0,45,45,1,3866.57,0
1,8,59,2,2,92.5,2.5,40,0,45,45,1,4690.66,0
1,8,59,3,2,92.5,2.5,40,0,45,45,1,1676.22,0
1,8,59,4,2,74,2,40,1,-45,-45,1,2970.36,0
1,8,59,5,2,111,3,10,1,45,45,1,2409.4,0
1,8,59,6,2,55.5,1.5,20,1,-45,-45,1,4408.29,0
1,8,59,7,2,92.5,2.5,30,1,-45,-45,1,3726.4,0
1,8,60,1,1,111,3,40,0,-45,-45,1,6312.22,0
1,8,60,2,1,111,3,40,0,-45,-45,1,8819.83,0
1,8,60,3,1,111,3,40,0,45,45,1,3785.05,0
1,8,60,4,1,111,3,40,0,-45,-45,1,2047.65,0
1,8,60,5,1,111,3,40,1,45,45,1,2855.44,0
1,8,60,6,1,111,3,10,1,45,45,1,1376.59,0
